# Vertices from mesh.e
# Format: Node_ID X Y [Z]
# Number of nodes: 9648
5186 163778.203125 460000.000000 -52662.027344
5187 163607.578125 455084.656250 -52081.449219
5188 163621.671875 452670.062500 -51662.917969
5189 163613.921875 450208.937500 -51208.484375
5190 163536.765625 447649.906250 -50907.410156
5191 163295.812500 445073.093750 -50863.644531
5192 163027.765625 442583.875000 -50857.726562
5193 162793.468750 440160.375000 -50794.671875
5194 162640.406250 437731.250000 -50577.449219
5195 162549.078125 435301.781250 -50237.808594
5196 162486.156250 432891.500000 -49832.925781
5197 162457.984375 430544.718750 -49322.539062
5198 162429.109375 428154.000000 -48735.898438
5199 162315.968750 425542.093750 -48181.765625
5200 161985.328125 422755.468750 -47845.960938
5201 161536.375000 420182.156250 -47775.882812
5202 161133.593750 417730.312500 -47776.644531
5203 160787.859375 415285.062500 -47787.023438
5204 160489.437500 412803.031250 -47785.519531
5205 160199.187500 410339.937500 -47821.171875
5206 159941.250000 407862.187500 -47840.996094
5207 159686.453125 405395.343750 -47849.824219
5208 159465.156250 402913.906250 -47831.957031
5209 159239.031250 400411.937500 -47807.664062
5210 159012.859375 397914.968750 -47793.937500
5211 158804.265625 395445.718750 -47764.984375
5212 158633.328125 393005.125000 -47682.406250
5213 158493.000000 390561.906250 -47529.519531
5214 158380.906250 388117.250000 -47314.453125
5215 158296.625000 385686.218750 -47044.097656
5216 158229.515625 383244.781250 -46738.867188
5217 158164.984375 380793.218750 -46418.789062
5218 158110.859375 378344.468750 -46099.656250
5219 158055.812500 375936.406250 -45751.750000
5220 158020.187500 373571.093750 -45365.207031
5221 157995.609375 371181.156250 -44932.003906
5222 157966.250000 368790.562500 -44455.738281
5223 157926.218750 366402.562500 -43953.214844
5224 157870.515625 364015.125000 -43433.070312
5225 157794.140625 361656.875000 -42883.847656
5226 157668.812500 359367.562500 -42290.203125
5227 157452.796875 357095.843750 -41631.718750
5228 157172.281250 354856.812500 -40902.410156
5229 156824.703125 352653.500000 -40203.667969
5230 156463.781250 350481.187500 -39535.054688
5231 156121.093750 348386.562500 -38909.828125
5232 155811.500000 346312.250000 -38282.863281
5233 155561.078125 344235.625000 -37646.980469
5234 155397.312500 342128.562500 -37003.316406
5235 155330.109375 339942.062500 -36337.445312
5236 155384.078125 337697.125000 -35679.875000
5237 155510.484375 335442.500000 -35059.308594
5238 155683.937500 333081.687500 -34513.230469
5239 155861.171875 330667.593750 -34032.953125
5240 156063.203125 328233.156250 -33632.343750
5241 156243.968750 325830.500000 -33312.601562
5242 156355.359375 323487.125000 -32956.695312
5243 156414.953125 321139.093750 -32542.718750
5244 156464.796875 318746.937500 -32122.800781
5245 156542.156250 316324.843750 -31766.212891
5246 156648.781250 313915.875000 -31466.634766
5247 156794.671875 311570.031250 -31198.369141
5248 156980.859375 309265.937500 -30934.261719
5249 157221.093750 307035.406250 -30625.000000
5250 157593.265625 304828.468750 -30296.705078
5251 158090.703125 302449.375000 -29950.556641
5252 158540.328125 299718.031250 -29695.367188
5253 158658.468750 297031.625000 -29492.267578
5254 158682.531250 294625.781250 -29360.716797
5255 158876.843750 292461.187500 -29283.544922
5256 159286.453125 290445.125000 -29268.519531
5257 159875.750000 288385.000000 -29275.021484
5258 160477.593750 286201.781250 -29335.109375
5259 161005.828125 283937.312500 -29457.769531
5260 161477.890625 281724.906250 -29603.685547
5261 162062.953125 279696.750000 -29866.242188
5262 162558.546875 277660.343750 -30171.683594
5263 162984.359375 275632.937500 -30478.814453
5264 162975.828125 273395.375000 -30509.056641
5265 162816.515625 271061.312500 -30426.935547
5266 162737.500000 268778.375000 -30312.814453
5267 162692.750000 266512.312500 -30146.511719
5268 162703.609375 264275.312500 -29897.736328
5269 162755.218750 262066.781250 -29593.160156
5270 162841.171875 259751.156250 -29244.980469
5271 162937.140625 257377.468750 -28922.730469
5272 163067.984375 254972.031250 -28642.539062
5273 163126.015625 252511.515625 -28346.832031
5274 163091.343750 250068.171875 -28032.080078
5275 163059.453125 247622.062500 -27692.230469
5276 163057.250000 245168.015625 -27369.976562
5277 163083.953125 242701.687500 -27077.189453
5278 163112.546875 240230.625000 -26776.167969
5279 163194.625000 237648.703125 -26544.304688
5280 163674.500000 235024.718750 -26709.908203
5281 164224.531250 232532.828125 -27191.144531
5282 164576.078125 230173.796875 -27669.066406
5283 164852.453125 227891.406250 -28088.095703
5284 165100.296875 225550.140625 -28473.828125
5285 165346.640625 223165.718750 -28839.945312
5286 165551.500000 220735.375000 -29186.441406
5287 165743.062500 218330.000000 -29527.851562
5288 165909.875000 215957.687500 -29822.138672
5289 166103.093750 213570.671875 -30056.062500
5290 166318.187500 211164.843750 -30272.316406
5291 166522.781250 208716.640625 -30461.968750
5292 166733.843750 206230.250000 -30678.404297
5293 166925.890625 203752.234375 -30917.695312
5294 167113.343750 201349.703125 -31168.994141
5295 167295.968750 198986.937500 -31418.708984
5296 167486.171875 196679.546875 -31613.582031
5297 167691.093750 194339.750000 -31769.908203
5298 167930.343750 191995.421875 -31887.689453
5299 168194.796875 189627.109375 -31975.289062
5300 168457.046875 187253.453125 -32051.667969
5301 168733.750000 184829.500000 -32111.261719
5302 168988.812500 182417.078125 -32131.794922
5303 169236.625000 180021.062500 -32127.839844
5304 169473.312500 177617.328125 -32082.390625
5305 169715.203125 175188.093750 -32009.869141
5306 169954.796875 172751.562500 -31938.316406
5307 170212.359375 170382.093750 -31920.220703
5308 170481.625000 168083.265625 -31811.138672
5309 170746.671875 165735.671875 -31605.181641
5310 171002.859375 163240.765625 -31398.359375
5311 171241.843750 160598.734375 -31293.644531
5312 171287.671875 158084.953125 -31311.488281
5313 171313.250000 155721.812500 -31352.822266
5314 171387.125000 153377.875000 -31367.544922
5315 171482.015625 151019.328125 -31349.015625
5316 171584.218750 148656.015625 -31297.216797
5317 171715.468750 146277.796875 -31230.117188
5318 171832.625000 143905.093750 -31142.779297
5319 171972.484375 141522.703125 -31030.982422
5320 172120.625000 139139.375000 -30882.625000
5321 172291.171875 136749.687500 -30720.876953
5322 172476.453125 134355.812500 -30538.095703
5323 172675.062500 131962.953125 -30338.591797
5324 172887.578125 129566.804688 -30116.785156
5325 173107.937500 127170.906250 -29891.701172
5326 173348.093750 124778.187500 -29650.240234
5327 173607.875000 122387.523438 -29396.546875
5328 173886.328125 120000.000000 -29142.935547
5329 166172.078125 457548.906250 -55054.039062
5330 166222.703125 460000.000000 -55368.476562
5331 166254.921875 455146.937500 -54630.699219
5332 166410.406250 452771.593750 -54122.914062
5333 166549.312500 450283.937500 -53623.015625
5334 166533.875000 447639.593750 -53289.382812
5335 166244.328125 444999.500000 -53229.738281
5336 165867.843750 442510.343750 -53269.480469
5337 165559.984375 440128.812500 -53225.449219
5338 165382.546875 437728.843750 -53031.789062
5339 165272.875000 435309.937500 -52714.480469
5340 165208.953125 432911.218750 -52338.468750
5341 165199.390625 430586.718750 -51874.871094
5342 165258.078125 428250.656250 -51291.500000
5343 165273.578125 425709.187500 -50682.765625
5344 165101.546875 422969.031250 -50184.570312
5345 164654.078125 420229.187500 -49918.082031
5346 164223.453125 417673.843750 -49830.273438
5347 163848.484375 415174.718750 -49830.164062
5348 163466.968750 412682.125000 -49890.382812
5349 163134.968750 410214.906250 -49984.746094
5350 162836.593750 407793.000000 -50078.398438
5351 162556.859375 405337.968750 -50124.179688
5352 162317.609375 402887.593750 -50115.945312
5353 162085.718750 400417.093750 -50083.582031
5354 161862.671875 397920.656250 -50036.648438
5355 161642.187500 395444.375000 -49987.781250
5356 161464.578125 393014.062500 -49899.253906
5357 161324.171875 390579.312500 -49743.402344
5358 161222.750000 388143.937500 -49520.078125
5359 161138.609375 385700.343750 -49260.925781
5360 161073.671875 383262.937500 -48974.605469
5361 161000.562500 380799.781250 -48665.042969
5362 160920.015625 378349.937500 -48351.339844
5363 160842.140625 375942.906250 -48017.675781
5364 160777.234375 373584.656250 -47643.769531
5365 160732.000000 371215.468750 -47208.472656
5366 160691.625000 368830.250000 -46725.859375
5367 160639.015625 366458.531250 -46209.136719
5368 160563.562500 364049.656250 -45668.277344
5369 160468.968750 361704.437500 -45107.828125
5370 160330.906250 359439.375000 -44504.984375
5371 160145.515625 357190.062500 -43837.195312
5372 159891.937500 354970.437500 -43113.972656
5373 159562.234375 352762.437500 -42382.003906
5374 159207.328125 350606.343750 -41661.851562
5375 158840.578125 348525.968750 -40984.050781
5376 158515.578125 346449.968750 -40308.542969
5377 158270.390625 344396.062500 -39656.671875
5378 158111.109375 342295.093750 -38978.019531
5379 158067.453125 340115.031250 -38284.070312
5380 158151.750000 337882.375000 -37627.425781
5381 158313.359375 335592.437500 -37033.937500
5382 158490.546875 333253.000000 -36508.609375
5383 158701.218750 330831.187500 -36034.347656
5384 158907.515625 328339.250000 -35663.753906
5385 159050.828125 325959.937500 -35358.949219
5386 159105.656250 323653.593750 -34965.554688
5387 159157.468750 321385.156250 -34486.097656
5388 159212.078125 318981.562500 -34008.667969
5389 159301.468750 316522.031250 -33596.476562
5390 159407.000000 314083.125000 -33288.238281
5391 159507.359375 311705.093750 -33006.121094
5392 159650.390625 309371.187500 -32734.714844
5393 159882.156250 307078.531250 -32461.390625
5394 160186.343750 304779.781250 -32175.646484
5395 160551.734375 302324.906250 -31951.740234
5396 160840.453125 299799.156250 -31733.085938
5397 160950.000000 297313.968750 -31539.542969
5398 161074.328125 295007.093750 -31311.652344
5399 161315.703125 292816.625000 -31152.900391
5400 161818.671875 290723.312500 -31120.777344
5401 162427.281250 288580.375000 -31150.451172
5402 163027.250000 286359.093750 -31228.255859
5403 163570.750000 284093.125000 -31340.966797
5404 163981.234375 281793.437500 -31475.039062
5405 164419.531250 279743.750000 -31713.316406
5406 164798.281250 277745.218750 -31944.371094
5407 165123.234375 275763.062500 -32169.515625
5408 165055.437500 273514.750000 -32124.384766
5409 164917.187500 271215.750000 -31968.398438
5410 164832.578125 268892.500000 -31837.091797
5411 164808.234375 266612.625000 -31648.333984
5412 164828.500000 264368.843750 -31406.220703
5413 164917.500000 262161.625000 -31108.216797
5414 165026.734375 259876.218750 -30764.609375
5415 165157.312500 257485.953125 -30423.246094
5416 165302.437500 255038.390625 -30152.816406
5417 165344.281250 252559.390625 -29875.117188
5418 165315.937500 250119.750000 -29550.156250
5419 165305.359375 247672.171875 -29249.798828
5420 165318.734375 245209.734375 -28963.031250
5421 165337.843750 242735.359375 -28690.900391
5422 165393.781250 240297.234375 -28419.951172
5423 165502.281250 237732.515625 -28212.431641
5424 165914.593750 235108.281250 -28375.494141
5425 166314.187500 232671.906250 -28761.878906
5426 166605.640625 230320.500000 -29143.867188
5427 166842.890625 228056.375000 -29499.607422
5428 167070.515625 225659.390625 -29799.542969
5429 167285.078125 223238.656250 -30112.753906
5430 167483.359375 220802.609375 -30420.503906
5431 167657.062500 218394.640625 -30733.750000
5432 167854.593750 216031.609375 -31007.074219
5433 168072.625000 213625.156250 -31239.847656
5434 168307.250000 211213.656250 -31461.445312
5435 168542.156250 208770.250000 -31671.091797
5436 168738.312500 206276.390625 -31870.347656
5437 168927.687500 203779.093750 -32108.166016
5438 169089.343750 201361.984375 -32370.908203
5439 169239.578125 199010.765625 -32605.277344
5440 169407.140625 196696.546875 -32799.656250
5441 169586.984375 194339.484375 -32957.449219
5442 169818.656250 191963.968750 -33116.984375
5443 170066.921875 189565.484375 -33284.285156
5444 170322.812500 187196.484375 -33420.785156
5445 170558.000000 184794.265625 -33517.472656
5446 170768.453125 182414.593750 -33549.992188
5447 170988.250000 180028.296875 -33520.046875
5448 171210.031250 177641.453125 -33449.480469
5449 171431.234375 175165.546875 -33365.605469
5450 171642.859375 172710.437500 -33318.960938
5451 171871.468750 170339.328125 -33285.410156
5452 172142.406250 168046.937500 -33186.488281
5453 172439.828125 165721.593750 -32990.742188
5454 172688.656250 163235.796875 -32750.146484
5455 172823.906250 160665.500000 -32626.314453
5456 172895.078125 158148.703125 -32492.425781
5457 172922.859375 155794.718750 -32445.412109
5458 173002.406250 153407.406250 -32402.007812
5459 173083.640625 151041.687500 -32363.232422
5460 173207.875000 148676.515625 -32270.054688
5461 173321.578125 146289.406250 -32171.320312
5462 173444.484375 143919.234375 -32046.916016
5463 173578.453125 141529.718750 -31903.865234
5464 173730.984375 139145.343750 -31736.009766
5465 173896.640625 136753.078125 -31554.722656
5466 174073.234375 134358.578125 -31349.646484
5467 174263.609375 131963.265625 -31130.876953
5468 174464.468750 129567.234375 -30896.623047
5469 174679.656250 127172.085938 -30651.480469
5470 174914.671875 124780.273438 -30386.703125
5471 175158.984375 122387.984375 -30124.501953
5472 175426.625000 120000.000000 -29856.750000
5473 168532.265625 457556.718750 -57845.109375
5474 168546.453125 460000.000000 -58179.503906
5475 168647.796875 455154.437500 -57432.136719
5476 168863.015625 452773.156250 -56977.097656
5477 169053.578125 450276.968750 -56532.703125
5478 169057.312500 447651.500000 -56213.183594
5479 168805.312500 445006.000000 -56077.476562
5480 168409.109375 442494.875000 -56043.125000
5481 168083.468750 440116.750000 -55969.632812
5482 167881.968750 437739.343750 -55761.843750
5483 167802.515625 435327.625000 -55418.214844
5484 167756.078125 432925.843750 -55031.660156
5485 167760.734375 430603.125000 -54561.472656
5486 167853.671875 428287.093750 -53999.695312
5487 167967.859375 425805.375000 -53437.859375
5488 167894.140625 423172.781250 -52890.773438
5489 167650.328125 420424.343750 -52412.511719
5490 167222.640625 417704.562500 -52175.796875
5491 166799.031250 415096.875000 -52116.769531
5492 166409.687500 412561.531250 -52180.710938
5493 166008.828125 410073.437500 -52319.355469
5494 165641.062500 407670.500000 -52426.699219
5495 165342.937500 405293.156250 -52487.187500
5496 165083.687500 402884.718750 -52493.515625
5497 164875.640625 400448.125000 -52411.363281
5498 164662.859375 397950.937500 -52320.929688
5499 164465.203125 395455.781250 -52230.718750
5500 164297.078125 393018.406250 -52140.933594
5501 164166.984375 390591.593750 -51987.707031
5502 164071.343750 388158.875000 -51786.000000
5503 163970.578125 385714.031250 -51529.050781
5504 163889.343750 383281.187500 -51254.441406
5505 163806.656250 380822.000000 -50951.175781
5506 163708.234375 378371.843750 -50632.445312
5507 163611.234375 375979.375000 -50290.296875
5508 163521.671875 373620.031250 -49906.722656
5509 163471.906250 371276.375000 -49476.832031
