# Vertices from mesh.e
# Format: Node_ID X Y [Z]
# Number of nodes: 9648
6965 185811.078125 337879.250000 -60782.835938
6966 185820.140625 335299.906250 -59985.320312
6967 185826.140625 332655.250000 -59346.339844
6968 185808.921875 330078.593750 -58872.789062
6969 185781.296875 327656.218750 -58481.980469
6970 185749.203125 325383.812500 -58077.007812
6971 185711.718750 323133.125000 -57620.031250
6972 185703.593750 320871.250000 -57105.250000
6973 185694.484375 318542.062500 -56560.507812
6974 185730.078125 316149.656250 -56045.437500
6975 185775.375000 313738.281250 -55566.746094
6976 185798.640625 311357.156250 -55084.589844
6977 185831.546875 309034.218750 -54607.796875
6978 185877.281250 306649.250000 -54102.898438
6979 185936.015625 304134.437500 -53618.601562
6980 185969.453125 301615.750000 -53224.187500
6981 186033.515625 299177.312500 -52935.546875
6982 186137.812500 296848.343750 -52681.773438
6983 186320.187500 294689.968750 -52444.968750
6984 186662.093750 292558.781250 -52269.347656
6985 187063.765625 290315.156250 -52089.730469
6986 187472.546875 287935.875000 -51942.937500
6987 187754.203125 285588.968750 -51789.652344
6988 187914.796875 283363.625000 -51594.718750
6989 188082.890625 281340.312500 -51405.886719
6990 188255.437500 279339.375000 -51212.464844
6991 188454.390625 277274.625000 -51006.230469
6992 188462.062500 274906.000000 -50571.179688
6993 188383.546875 272347.281250 -50112.632812
6994 188272.015625 269898.312500 -49713.996094
6995 188074.765625 267478.656250 -49286.359375
6996 187886.750000 265129.531250 -48869.898438
6997 187647.718750 262772.343750 -48436.035156
6998 187474.703125 260468.187500 -48053.710938
6999 187340.843750 258140.218750 -47713.195312
7000 187240.968750 255797.281250 -47347.320312
7001 187076.718750 253380.421875 -46927.542969
7002 186884.281250 250924.390625 -46501.695312
7003 186754.687500 248497.593750 -46136.335938
7004 186685.968750 246077.218750 -45782.156250
7005 186647.796875 243630.281250 -45423.421875
7006 186637.968750 241161.562500 -45088.500000
7007 186703.890625 238629.531250 -44834.343750
7008 186976.203125 236113.187500 -44801.621094
7009 187281.171875 233700.250000 -44934.152344
7010 187532.593750 231216.078125 -45107.988281
7011 187702.625000 228748.500000 -45303.839844
7012 187845.484375 226292.687500 -45532.820312
7013 187953.328125 223813.609375 -45774.980469
7014 188020.406250 221347.375000 -46019.207031
7015 188075.937500 218864.875000 -46301.574219
7016 188091.140625 216384.453125 -46582.859375
7017 188077.250000 213918.312500 -46879.355469
7018 188039.062500 211477.796875 -47166.402344
7019 188000.843750 209043.953125 -47429.148438
7020 187972.937500 206612.609375 -47670.406250
7021 187961.609375 204198.265625 -47880.476562
7022 187958.421875 201793.656250 -48039.921875
7023 187987.562500 199391.343750 -48152.746094
7024 188034.312500 196993.078125 -48220.652344
7025 188090.203125 194571.265625 -48251.535156
7026 188153.968750 192146.890625 -48247.148438
7027 188228.625000 189711.171875 -48205.734375
7028 188313.484375 187275.437500 -48138.589844
7029 188406.234375 184822.984375 -48041.378906
7030 188503.578125 182379.656250 -47919.714844
7031 188612.203125 179938.390625 -47767.691406
7032 188726.125000 177505.484375 -47579.214844
7033 188850.312500 175076.062500 -47348.851562
7034 188984.093750 172648.625000 -47083.683594
7035 189128.468750 170227.406250 -46792.046875
7036 189285.734375 167816.390625 -46471.687500
7037 189450.625000 165413.203125 -46126.832031
7038 189626.718750 163018.953125 -45758.746094
7039 189803.625000 160628.515625 -45373.480469
7040 189984.078125 158241.687500 -44972.570312
7041 190169.468750 155859.953125 -44555.050781
7042 190346.546875 153475.031250 -44126.250000
7043 190521.437500 151089.562500 -43689.746094
7044 190682.109375 148703.109375 -43245.308594
7045 190834.187500 146312.656250 -42791.078125
7046 190973.531250 143920.265625 -42338.488281
7047 191101.890625 141531.203125 -41885.699219
7048 191233.203125 139142.828125 -41422.589844
7049 191356.828125 136747.781250 -40970.464844
7050 191481.000000 134352.750000 -40518.511719
7051 191608.984375 131958.125000 -40062.863281
7052 191739.359375 129564.132812 -39608.890625
7053 191878.156250 127172.414062 -39147.906250
7054 192021.812500 124779.968750 -38691.308594
7055 192171.687500 122387.828125 -38239.371094
7056 192338.218750 120000.000000 -37777.519531
7057 189450.343750 457540.062500 -91943.453125
7058 189544.812500 460000.000000 -92294.203125
7059 189376.359375 455078.312500 -91602.742188
7060 189379.703125 452620.687500 -91238.851562
7061 189410.296875 450166.812500 -90877.085938
7062 189485.406250 447716.062500 -90501.273438
7063 189567.687500 445261.250000 -90127.398438
7064 189646.609375 442792.531250 -89758.390625
7065 189682.453125 440323.843750 -89410.695312
7066 189728.562500 437875.468750 -89047.484375
7067 189803.093750 435455.687500 -88659.289062
7068 189918.125000 433024.718750 -88240.101562
7069 190024.234375 430577.531250 -87802.265625
7070 190104.156250 428102.468750 -87372.468750
7071 190161.937500 425659.375000 -86939.171875
7072 190216.218750 423194.312500 -86513.367188
7073 190248.000000 420683.218750 -86108.710938
7074 190235.906250 418181.437500 -85726.109375
7075 190194.859375 415653.656250 -85380.179688
7076 190148.593750 413155.093750 -85082.992188
7077 190115.031250 410642.281250 -84837.742188
7078 190060.875000 408133.343750 -84623.648438
7079 190016.500000 405662.000000 -84420.820312
7080 190014.609375 403230.000000 -84236.890625
7081 190036.578125 400746.531250 -84038.726562
7082 190053.828125 398239.687500 -83857.960938
7083 190058.921875 395758.218750 -83678.593750
7084 190087.546875 393328.000000 -83473.195312
7085 190127.171875 390883.593750 -83257.343750
7086 190173.218750 388466.656250 -82997.226562
7087 190225.015625 386063.593750 -82690.546875
7088 190296.000000 383702.718750 -82329.234375
7089 190379.796875 381198.562500 -81922.242188
7090 190396.062500 378649.406250 -81480.726562
7091 190334.765625 376083.437500 -81029.992188
7092 190221.453125 373713.656250 -80527.320312
7093 190133.656250 371492.031250 -79995.187500
7094 190114.937500 369331.031250 -79455.570312
7095 190173.015625 367074.250000 -78838.609375
7096 190246.968750 364789.906250 -78181.750000
7097 190300.546875 362471.437500 -77437.742188
7098 190278.937500 360251.656250 -76562.476562
7099 190160.968750 358136.875000 -75532.179688
7100 189926.734375 356153.531250 -74320.203125
7101 189618.921875 354308.156250 -73037.492188
7102 189326.656250 352362.531250 -71655.789062
7103 188910.515625 350571.250000 -70318.859375
7104 188608.640625 348734.187500 -69018.617188
7105 188338.562500 346864.625000 -67710.726562
7106 188148.343750 344947.968750 -66503.210938
7107 188035.078125 342880.593750 -65295.656250
7108 188020.328125 340619.656250 -64191.269531
7109 188132.125000 338190.687500 -63224.757812
7110 188215.281250 335601.218750 -62401.359375
7111 188281.312500 332909.531250 -61751.804688
7112 188286.406250 330305.343750 -61227.710938
7113 188247.843750 327844.812500 -60772.500000
7114 188156.890625 325513.031250 -60316.421875
7115 188042.359375 323247.531250 -59797.167969
7116 187996.000000 321000.406250 -59286.996094
7117 187967.828125 318684.437500 -58748.375000
7118 188002.296875 316305.125000 -58249.179688
7119 188062.843750 313910.031250 -57776.441406
7120 188118.703125 311543.812500 -57316.003906
7121 188160.140625 309228.875000 -56830.132812
7122 188213.781250 306866.625000 -56306.074219
7123 188268.812500 304380.156250 -55800.355469
7124 188342.781250 301751.062500 -55376.542969
7125 188357.843750 299235.187500 -55069.023438
7126 188406.453125 296888.187500 -54827.937500
7127 188583.625000 294753.093750 -54622.546875
7128 188903.093750 292658.593750 -54488.234375
7129 189296.093750 290447.250000 -54317.250000
7130 189670.390625 288021.250000 -54148.527344
7131 189901.343750 285660.468750 -53954.375000
7132 189974.921875 283432.656250 -53699.554688
7133 190099.156250 281394.937500 -53490.769531
7134 190221.171875 279365.750000 -53246.550781
7135 190363.984375 277286.718750 -53000.867188
7136 190348.593750 274952.312500 -52555.246094
7137 190251.984375 272470.500000 -52059.386719
7138 190148.843750 270023.437500 -51617.312500
7139 189981.546875 267679.031250 -51146.902344
7140 189765.046875 265277.750000 -50635.781250
7141 189604.828125 262918.031250 -50181.843750
7142 189418.875000 260575.453125 -49747.085938
7143 189264.593750 258261.062500 -49354.695312
7144 189166.359375 255923.031250 -48960.824219
7145 189038.312500 253521.187500 -48510.257812
7146 188900.734375 251072.578125 -48037.320312
7147 188776.453125 248601.796875 -47643.796875
7148 188702.281250 246150.531250 -47281.867188
7149 188674.234375 243720.546875 -46937.082031
7150 188673.875000 241226.765625 -46607.359375
7151 188714.328125 238653.500000 -46349.828125
7152 188942.812500 236158.203125 -46362.285156
7153 189197.171875 233715.343750 -46483.390625
7154 189392.546875 231247.703125 -46650.496094
7155 189539.593750 228799.156250 -46834.468750
7156 189651.937500 226339.562500 -47045.851562
7157 189734.750000 223849.796875 -47285.531250
7158 189785.500000 221388.562500 -47533.195312
7159 189815.640625 218911.000000 -47806.031250
7160 189818.000000 216437.828125 -48089.742188
7161 189779.484375 213974.640625 -48367.867188
7162 189732.578125 211548.421875 -48620.000000
7163 189701.656250 209108.515625 -48859.328125
7164 189677.531250 206667.437500 -49079.769531
7165 189673.921875 204248.796875 -49267.605469
7166 189676.234375 201832.031250 -49408.597656
7167 189699.359375 199421.343750 -49510.531250
7168 189736.093750 197016.062500 -49563.722656
7169 189784.937500 194590.578125 -49581.339844
7170 189846.578125 192160.859375 -49560.500000
7171 189914.500000 189722.453125 -49502.007812
7172 189995.656250 187282.437500 -49414.453125
7173 190083.046875 184829.406250 -49296.523438
7174 190178.906250 182385.062500 -49153.062500
7175 190282.281250 179940.812500 -48983.847656
7176 190393.921875 177505.515625 -48773.089844
7177 190513.328125 175073.171875 -48526.695312
7178 190640.718750 172643.343750 -48245.835938
7179 190769.781250 170218.781250 -47953.671875
7180 190929.796875 167806.781250 -47605.574219
7181 191088.796875 165402.281250 -47243.402344
7182 191256.453125 163006.343750 -46859.078125
7183 191427.203125 160614.453125 -46456.007812
7184 191598.375000 158226.281250 -46036.480469
7185 191771.796875 155843.171875 -45600.582031
7186 191941.046875 153458.906250 -45151.199219
7187 192106.828125 151074.312500 -44694.367188
7188 192265.312500 148687.750000 -44226.093750
7189 192413.421875 146302.000000 -43755.289062
7190 192552.828125 143911.265625 -43277.218750
7191 192683.671875 141526.250000 -42795.863281
7192 192804.078125 139132.828125 -42322.085938
7193 192923.484375 136737.984375 -41852.593750
7194 193051.140625 134347.734375 -41366.835938
7195 193174.734375 131954.062500 -40890.925781
7196 193300.812500 129560.687500 -40415.699219
7197 193432.078125 127168.992188 -39937.628906
7198 193569.390625 124777.531250 -39461.031250
7199 193717.890625 122388.835938 -38977.476562
7200 193872.906250 120000.000000 -38503.460938
7201 191102.546875 457540.718750 -95186.140625
7202 191196.796875 460000.000000 -95545.914062
7203 191042.109375 455079.906250 -94830.140625
7204 191012.093750 452618.593750 -94476.976562
7205 191044.281250 450163.750000 -94108.984375
7206 191109.265625 447710.500000 -93736.000000
7207 191195.578125 445254.343750 -93360.601562
7208 191269.437500 442789.593750 -92994.937500
7209 191320.140625 440320.781250 -92636.125000
7210 191369.468750 437867.062500 -92269.632812
7211 191431.890625 435435.250000 -91880.164062
7212 191534.875000 433002.343750 -91458.031250
7213 191626.078125 430551.343750 -91028.312500
7214 191692.828125 428086.968750 -90589.765625
7215 191749.843750 425646.093750 -90155.039062
7216 191806.234375 423186.437500 -89718.585938
7217 191845.421875 420712.718750 -89288.054688
7218 191871.578125 418227.468750 -88890.335938
7219 191871.031250 415699.968750 -88534.828125
7220 191844.531250 413167.343750 -88233.210938
7221 191813.125000 410652.750000 -87979.984375
7222 191767.093750 408151.750000 -87767.031250
7223 191749.843750 405684.937500 -87561.648438
7224 191750.265625 403223.406250 -87367.570312
7225 191776.906250 400743.500000 -87191.585938
7226 191801.625000 398221.625000 -87030.031250
7227 191805.281250 395745.343750 -86859.562500
7228 191826.906250 393324.031250 -86649.507812
7229 191858.578125 390863.343750 -86406.664062
7230 191883.187500 388436.812500 -86138.421875
7231 191929.296875 386051.437500 -85839.437500
7232 191990.812500 383677.468750 -85477.726562
7233 192076.093750 381190.312500 -85063.046875
7234 192099.000000 378679.125000 -84613.906250
7235 192053.656250 376133.781250 -84137.539062
7236 191974.406250 373773.000000 -83649.203125
7237 191928.828125 371496.218750 -83108.398438
7238 191917.875000 369284.562500 -82522.000000
7239 191960.656250 367010.406250 -81895.578125
7240 192005.765625 364722.562500 -81206.648438
7241 192036.937500 362455.531250 -80450.289062
7242 192027.125000 360259.343750 -79580.539062
7243 191927.046875 358260.312500 -78558.382812
7244 191769.312500 356286.468750 -77354.585938
7245 191500.828125 354515.187500 -76027.906250
7246 191292.578125 352674.281250 -74647.039062
7247 191007.484375 350797.218750 -73189.648438
7248 190697.031250 348993.281250 -71811.656250
7249 190455.218750 347181.406250 -70429.523438
7250 190273.343750 345229.156250 -69095.164062
7251 190223.593750 343156.843750 -67880.515625
7252 190249.656250 340920.062500 -66714.453125
7253 190371.281250 338438.500000 -65683.414062
7254 190519.968750 335809.906250 -64837.757812
7255 190610.953125 333090.250000 -64185.886719
7256 190637.250000 330534.156250 -63645.320312
7257 190609.953125 328034.656250 -63146.828125
7258 190529.703125 325693.187500 -62656.539062
7259 190399.968750 323377.531250 -62086.453125
7260 190296.984375 321100.093750 -61539.457031
7261 190280.906250 318778.781250 -61033.824219
7262 190297.453125 316400.250000 -60544.515625
7263 190340.984375 314047.656250 -60091.609375
7264 190370.562500 311702.343750 -59607.769531
7265 190409.546875 309409.781250 -59096.203125
7266 190481.109375 307024.593750 -58576.136719
7267 190565.906250 304548.562500 -58083.246094
7268 190632.484375 301878.093750 -57661.300781
7269 190654.328125 299274.468750 -57359.347656
7270 190654.750000 296892.968750 -57138.687500
7271 190770.703125 294780.312500 -56939.789062
7272 191054.500000 292741.000000 -56804.488281
7273 191415.484375 290530.187500 -56628.566406
7274 191759.203125 288112.093750 -56447.031250
7275 191904.609375 285816.718750 -56168.222656
7276 191948.093750 283563.437500 -55810.738281
7277 192019.375000 281477.187500 -55528.703125
7278 192088.421875 279408.875000 -55236.164062
7279 192181.250000 277318.750000 -54940.695312
7280 192138.250000 275013.906250 -54476.332031
7281 192066.046875 272601.000000 -53984.949219
7282 191972.312500 270200.593750 -53498.980469
7283 191844.046875 267834.437500 -52977.421875
7284 191697.218750 265425.281250 -52432.917969
7285 191514.437500 263048.437500 -51928.945312
7286 191354.609375 260703.687500 -51471.046875
7287 191214.140625 258361.328125 -51043.511719
7288 191124.984375 256063.125000 -50617.332031
7289 191032.062500 253673.343750 -50114.011719
7290 190904.296875 251193.687500 -49636.675781
7291 190817.453125 248693.531250 -49201.722656
7292 190740.750000 246220.609375 -48843.031250
7293 190692.421875 243775.328125 -48495.355469
7294 190681.125000 241270.656250 -48175.812500
7295 190701.781250 238697.171875 -47934.488281
7296 190878.187500 236188.953125 -47917.468750
7297 191080.109375 233763.171875 -48043.339844
7298 191242.906250 231305.562500 -48188.105469
7299 191362.015625 228856.062500 -48357.386719
7300 191453.968750 226388.000000 -48557.996094
7301 191519.750000 223903.218750 -48799.425781
7302 191542.484375 221429.250000 -49060.621094
7303 191542.109375 218957.421875 -49334.949219
7304 191525.359375 216497.671875 -49608.640625
7305 191485.546875 214050.234375 -49841.621094
7306 191448.562500 211623.031250 -50059.609375
7307 191409.328125 209172.906250 -50275.531250
7308 191400.453125 206721.859375 -50467.968750
7309 191388.468750 204296.781250 -50634.902344
7310 191391.750000 201870.234375 -50759.031250
7311 191414.078125 199452.781250 -50844.828125
7312 191449.109375 197039.515625 -50886.414062
7313 191498.437500 194608.937500 -50890.523438
7314 191553.734375 192174.625000 -50856.359375
7315 191620.750000 189733.078125 -50781.527344
7316 191694.109375 187289.656250 -50681.917969
7317 191782.843750 184835.703125 -50546.335938
7318 191872.203125 182388.515625 -50385.507812
7319 191972.687500 179942.953125 -50191.429688
7320 192076.578125 177504.953125 -49964.125000
7321 192189.343750 175070.890625 -49698.542969
7322 192305.078125 172638.937500 -49407.109375
7323 192434.953125 170213.140625 -49082.648438
7324 192573.343750 167795.218750 -48737.921875
7325 192732.171875 165392.500000 -48346.644531
7326 192887.562500 162993.671875 -47951.589844
7327 193052.156250 160600.578125 -47529.304688
7328 193217.281250 158212.328125 -47093.933594
7329 193384.859375 155827.031250 -46640.546875
7330 193550.078125 153444.953125 -46172.160156
7331 193714.328125 151060.140625 -45695.312500
7332 193867.140625 148674.453125 -45209.964844
7333 194008.078125 146287.734375 -44716.824219
7334 194143.265625 143902.343750 -44220.781250
7335 194266.578125 141512.359375 -43724.500000
7336 194386.859375 139122.531250 -43223.078125
7337 194512.140625 136734.078125 -42713.691406
7338 194628.484375 134341.562500 -42219.394531
7339 194746.937500 131949.437500 -41721.238281
7340 194866.640625 129557.648438 -41223.101562
7341 194994.500000 127168.203125 -40717.093750
7342 195123.281250 124777.179688 -40223.054688
7343 195262.265625 122388.625000 -39721.734375
7344 195407.203125 120000.000000 -39230.054688
7345 192734.796875 457541.281250 -98438.914062
7346 192831.687500 460000.000000 -98806.304688
7347 192657.953125 455079.750000 -98082.109375
7348 192614.859375 452617.312500 -97727.296875
7349 192651.359375 450159.875000 -97351.234375
7350 192698.062500 447703.187500 -96982.992188
7351 192774.531250 445244.125000 -96609.921875
7352 192843.843750 442780.562500 -96246.250000
7353 192901.906250 440315.125000 -95885.203125
7354 192951.359375 437858.750000 -95517.554688
7355 193019.078125 435418.468750 -95125.062500
7356 193109.500000 432977.468750 -94704.242188
7357 193195.859375 430527.781250 -94269.945312
7358 193260.437500 428075.343750 -93829.250000
7359 193321.656250 425642.156250 -93385.570312
7360 193390.640625 423204.750000 -92937.007812
7361 193464.515625 420747.781250 -92491.046875
7362 193518.484375 418246.093750 -92073.726562
7363 193539.031250 415746.875000 -91694.992188
7364 193530.000000 413165.812500 -91394.687500
7365 193505.828125 410669.312500 -91144.632812
7366 193467.734375 408184.500000 -90913.570312
7367 193466.078125 405710.750000 -90698.078125
7368 193479.234375 403227.968750 -90494.132812
7369 193505.187500 400703.375000 -90330.726562
7370 193505.312500 398195.468750 -90187.218750
7371 193509.171875 395732.968750 -90024.234375
7372 193528.453125 393311.343750 -89815.843750
7373 193556.093750 390859.937500 -89569.882812
7374 193582.546875 388422.750000 -89287.859375
7375 193611.656250 386018.156250 -88972.328125
7376 193665.875000 383647.687500 -88607.585938
7377 193741.843750 381178.187500 -88203.703125
7378 193769.609375 378697.718750 -87749.812500
7379 193754.265625 376205.406250 -87269.781250
7380 193695.937500 373826.406250 -86734.890625
7381 193657.640625 371563.031250 -86164.640625
7382 193677.515625 369290.875000 -85572.703125
7383 193718.625000 367014.843750 -84920.148438
7384 193751.046875 364736.000000 -84194.500000
7385 193779.109375 362491.125000 -83401.257812
7386 193765.687500 360314.281250 -82514.203125
7387 193702.062500 358305.125000 -81490.914062
7388 193547.890625 356406.218750 -80300.328125
7389 193394.546875 354534.906250 -78989.156250
7390 193147.593750 352809.250000 -77616.453125
7391 192978.125000 351076.093750 -76156.625000
7392 192762.250000 349251.437500 -74680.429688
7393 192592.703125 347369.250000 -73277.921875
7394 192478.765625 345455.781250 -71888.375000
7395 192437.125000 343391.625000 -70534.546875
7396 192463.953125 341204.281250 -69312.656250
7397 192640.296875 338662.531250 -68247.898438
7398 192802.625000 336008.781250 -67348.734375
7399 192864.796875 333339.718750 -66659.484375
7400 192911.968750 330740.125000 -66088.718750
7401 192893.453125 328292.531250 -65570.765625
7402 192819.406250 325869.562500 -65025.843750
7403 192693.765625 323538.937500 -64448.621094
7404 192585.687500 321205.375000 -63873.609375
7405 192531.406250 318845.093750 -63357.660156
7406 192512.796875 316500.750000 -62877.257812
7407 192518.265625 314165.937500 -62403.976562
7408 192548.843750 311855.187500 -61920.675781
7409 192605.093750 309552.937500 -61425.792969
7410 192680.187500 307162.812500 -60904.000000
7411 192758.875000 304661.343750 -60398.199219
7412 192830.125000 301956.343750 -59987.437500
7413 192818.187500 299319.812500 -59708.691406
7414 192778.765625 296918.843750 -59481.281250
7415 192818.703125 294825.875000 -59264.542969
7416 193070.968750 292818.281250 -59116.628906
7417 193406.421875 290635.406250 -58933.980469
7418 193686.031250 288283.312500 -58668.097656
7419 193852.890625 285974.750000 -58360.441406
7420 193891.125000 283721.656250 -57958.859375
7421 193924.765625 281621.343750 -57576.769531
7422 193953.359375 279486.562500 -57209.472656
7423 193987.859375 277380.093750 -56846.875000
7424 193921.218750 275093.000000 -56361.109375
7425 193820.765625 272714.437500 -55818.566406
7426 193776.906250 270334.718750 -55339.402344
7427 193705.734375 267965.531250 -54811.632812
7428 193581.687500 265581.468750 -54241.640625
7429 193424.687500 263170.281250 -53709.839844
7430 193270.265625 260805.328125 -53215.789062
7431 193123.812500 258505.296875 -52743.636719
7432 193047.875000 256189.546875 -52276.253906
7433 192985.468750 253807.781250 -51774.914062
7434 192905.687500 251322.250000 -51266.234375
7435 192828.125000 248769.562500 -50819.050781
7436 192739.937500 246280.593750 -50444.617188
7437 192678.062500 243835.828125 -50096.667969
7438 192648.703125 241337.312500 -49771.691406
7439 192642.046875 238754.734375 -49521.027344
7440 192778.984375 236257.359375 -49502.648438
7441 192943.968750 233814.328125 -49597.617188
7442 193076.093750 231369.250000 -49725.613281
7443 193174.234375 228913.906250 -49876.480469
7444 193243.250000 226431.078125 -50060.480469
7445 193276.109375 223941.203125 -50306.644531
7446 193271.734375 221476.328125 -50568.582031
7447 193254.421875 219019.921875 -50817.808594
7448 193212.703125 216569.250000 -51061.976562
7449 193190.625000 214122.000000 -51284.066406
7450 193163.234375 211683.812500 -51486.531250
7451 193149.156250 209236.562500 -51672.207031
7452 193124.515625 206778.968750 -51852.367188
7453 193122.531250 204342.281250 -51995.855469
7454 193124.546875 201907.781250 -52103.199219
7455 193145.062500 199480.421875 -52167.578125
7456 193172.578125 197061.234375 -52196.882812
7457 193215.296875 194626.468750 -52185.863281
7458 193267.703125 192187.312500 -52137.210938
7459 193328.359375 189743.468750 -52049.652344
7460 193400.000000 187297.000000 -51932.359375
7461 193484.968750 184840.781250 -51776.500000
7462 193563.703125 182390.578125 -51609.367188
7463 193666.828125 179945.187500 -51389.558594
7464 193766.421875 177504.421875 -51147.136719
7465 193877.250000 175069.015625 -50860.667969
7466 193990.609375 172636.031250 -50549.371094
7467 194116.078125 170208.609375 -50208.316406
7468 194244.656250 167788.765625 -49850.613281
7469 194391.218750 165382.218750 -49452.804688
7470 194539.984375 162982.468750 -49039.796875
7471 194698.718750 160589.671875 -48597.824219
7472 194853.703125 158199.375000 -48146.460938
7473 195011.859375 155812.671875 -47677.832031
7474 195166.203125 153427.593750 -47197.683594
7475 195321.750000 151044.328125 -46699.355469
7476 195465.781250 148658.515625 -46198.386719
7477 195609.546875 146273.843750 -45676.886719
7478 195733.625000 143887.593750 -45167.023438
7479 195859.062500 141502.218750 -44637.703125
7480 195973.921875 139113.390625 -44118.246094
7481 196093.781250 136726.250000 -43588.007812
7482 196207.484375 134335.921875 -43067.917969
7483 196321.468750 131945.265625 -42547.125000
7484 196436.812500 129555.882812 -42024.871094
7485 196549.375000 127163.171875 -41515.035156
7486 196671.890625 124773.945312 -40996.984375
7487 196805.828125 122387.890625 -40468.683594
7488 196941.390625 120000.000000 -39957.031250
7489 194377.578125 457542.187500 -101686.539062
7490 194466.656250 460000.000000 -102066.593750
7491 194295.437500 455080.812500 -101323.796875
7492 194244.078125 452617.312500 -100964.648438
7493 194230.203125 450154.843750 -100605.890625
7494 194273.062500 447695.468750 -100232.078125
7495 194332.843750 445234.031250 -99861.101562
7496 194388.187500 442770.125000 -99497.765625
7497 194442.484375 440307.187500 -99136.609375
7498 194503.593750 437852.062500 -98761.382812
7499 194571.390625 435405.968750 -98365.656250
7500 194660.546875 432961.562500 -97941.210938
7501 194741.671875 430511.593750 -97503.515625
7502 194808.421875 428064.218750 -97057.226562
7503 194879.093750 425630.000000 -96605.640625
7504 194958.421875 423198.000000 -96150.046875
7505 195058.312500 420755.531250 -95699.335938
7506 195135.093750 418286.593750 -95278.687500
7507 195189.875000 415742.218750 -94904.101562
7508 195193.921875 413169.843750 -94595.875000
7509 195174.187500 410682.000000 -94338.320312
7510 195162.109375 408194.000000 -94091.835938
7511 195171.218750 405760.093750 -93851.039062
7512 195201.312500 403248.343750 -93632.226562
7513 195220.750000 400687.375000 -93453.875000
7514 195199.953125 398171.656250 -93320.695312
7515 195187.937500 395713.218750 -93157.210938
7516 195208.140625 393303.406250 -92956.671875
7517 195233.468750 390866.843750 -92705.648438
7518 195263.734375 388407.093750 -92420.875000
7519 195288.406250 385999.531250 -92098.093750
7520 195342.437500 383616.843750 -91727.835938
7521 195399.765625 381169.781250 -91318.156250
7522 195443.125000 378728.687500 -90852.851562
7523 195439.281250 376266.468750 -90340.007812
7524 195413.078125 373930.343750 -89791.507812
7525 195414.890625 371591.031250 -89207.773438
7526 195419.671875 369317.750000 -88582.343750
7527 195469.375000 367082.031250 -87890.718750
7528 195493.859375 364797.937500 -87114.234375
7529 195528.140625 362551.781250 -86286.460938
7530 195531.328125 360363.125000 -85393.890625
7531 195480.515625 358313.593750 -84398.039062
7532 195361.265625 356379.406250 -83237.046875
7533 195199.515625 354620.562500 -81954.726562
7534 195038.671875 352890.375000 -80560.968750
7535 194865.671875 351142.625000 -79123.039062
7536 194731.234375 349355.687500 -77664.437500
7537 194651.531250 347564.625000 -76190.101562
7538 194611.906250 345633.093750 -74755.421875
7539 194645.062500 343559.375000 -73408.171875
7540 194746.859375 341342.000000 -72157.328125
7541 194911.468750 338852.031250 -71014.335938
7542 195054.046875 336203.843750 -70033.796875
7543 195097.640625 333531.156250 -69247.468750
7544 195102.140625 330978.375000 -68585.367188
7545 195104.093750 328514.687500 -67992.468750
7546 195046.265625 326060.812500 -67419.929688
7547 194933.187500 323678.593750 -66824.601562
7548 194825.828125 321299.375000 -66257.828125
7549 194724.312500 318942.812500 -65710.718750
7550 194662.781250 316599.968750 -65199.937500
7551 194638.515625 314278.718750 -64713.105469
7552 194673.031250 311978.843750 -64244.500000
7553 194729.078125 309674.593750 -63750.460938
7554 194806.609375 307269.750000 -63240.417969
7555 194900.812500 304725.468750 -62755.710938
7556 194962.375000 302009.812500 -62372.906250
7557 194891.421875 299365.562500 -62070.488281
7558 194786.312500 297019.187500 -61808.843750
7559 194780.281250 294919.968750 -61555.527344
7560 194976.562500 292879.062500 -61376.777344
7561 195289.875000 290710.187500 -61197.792969
7562 195585.687500 288391.562500 -60952.417969
7563 195761.218750 286105.593750 -60616.562500
7564 195808.218750 283891.156250 -60174.308594
7565 195845.234375 281772.406250 -59733.589844
7566 195833.375000 279626.656250 -59250.132812
7567 195850.578125 277502.312500 -58800.160156
7568 195721.859375 275189.062500 -58211.511719
7569 195649.546875 272807.531250 -57666.019531
7570 195606.406250 270407.531250 -57165.519531
7571 195552.312500 268060.656250 -56640.308594
7572 195471.484375 265663.468750 -56079.644531
7573 195332.562500 263257.531250 -55522.347656
7574 195189.953125 260898.828125 -54996.492188
7575 195046.109375 258617.312500 -54498.570312
7576 194986.140625 256276.046875 -53978.089844
7577 194923.500000 253904.312500 -53441.792969
7578 194864.906250 251405.906250 -52924.734375
7579 194784.250000 248857.265625 -52460.488281
7580 194674.593750 246353.859375 -52051.691406
7581 194601.203125 243910.796875 -51689.941406
7582 194559.750000 241403.171875 -51356.472656
7583 194539.250000 238828.640625 -51099.902344
7584 194650.406250 236319.406250 -51061.800781
7585 194784.984375 233879.625000 -51139.062500
7586 194895.562500 231431.171875 -51250.785156
7587 194978.656250 228972.859375 -51386.093750
7588 195031.656250 226481.250000 -51558.816406
7589 195035.265625 223987.578125 -51799.097656
7590 194994.703125 221533.625000 -52037.789062
7591 194965.171875 219083.796875 -52273.742188
7592 194934.593750 216634.812500 -52501.562500
7593 194910.078125 214181.187500 -52707.578125
7594 194891.812500 211737.156250 -52898.394531
7595 194879.531250 209290.296875 -53062.882812
7596 194867.625000 206825.734375 -53221.535156
7597 194867.906250 204378.140625 -53343.367188
7598 194871.843750 201947.484375 -53433.750000
