"ids","mesh_model_coordinates:0","mesh_model_coordinates:1","mesh_model_coordinates:2"
3576,1.1902e+05,3.7541e+05,-20729
3577,1.1897e+05,3.7303e+05,-20183
3578,1.1892e+05,3.7067e+05,-19588
3579,1.1888e+05,3.6832e+05,-18965
3580,1.1886e+05,3.6598e+05,-18365
3581,1.1883e+05,3.6358e+05,-17762
3582,1.1877e+05,3.6114e+05,-17237
3583,1.186e+05,3.5868e+05,-16780
3584,1.1833e+05,3.562e+05,-16455
3585,1.1805e+05,3.5384e+05,-16308
3586,1.1784e+05,3.5157e+05,-16259
3587,1.1766e+05,3.4932e+05,-16239
3588,1.1751e+05,3.4711e+05,-16157
3589,1.1738e+05,3.4488e+05,-16037
3590,1.1731e+05,3.4263e+05,-15810
3591,1.173e+05,3.403e+05,-15611
3592,1.1737e+05,3.3795e+05,-15405
3593,1.1754e+05,3.3559e+05,-15131
3594,1.1773e+05,3.3326e+05,-14888
3595,1.1789e+05,3.3091e+05,-14807
3596,1.18e+05,3.2852e+05,-14953
3597,1.181e+05,3.2612e+05,-15160
3598,1.1817e+05,3.2373e+05,-15429
3599,1.1823e+05,3.2131e+05,-15600
3600,1.1827e+05,3.1892e+05,-15728
3601,1.183e+05,3.1659e+05,-15877
3602,1.1831e+05,3.1434e+05,-16103
3603,1.1831e+05,3.1209e+05,-16523
3604,1.1841e+05,3.0942e+05,-16950
3605,1.1875e+05,3.065e+05,-17025
3606,1.1923e+05,3.0377e+05,-16661
3607,1.1966e+05,3.0136e+05,-16040
3608,1.2002e+05,2.9917e+05,-15353
3609,1.204e+05,2.9708e+05,-14669
3610,1.208e+05,2.9491e+05,-14004
3611,1.2126e+05,2.9274e+05,-13320
3612,1.2172e+05,2.9067e+05,-12762
3613,1.2242e+05,2.887e+05,-12200
3614,1.2335e+05,2.8629e+05,-11591
3615,1.2454e+05,2.835e+05,-11776
3616,1.2558e+05,2.8113e+05,-12626
3617,1.2646e+05,2.7915e+05,-13511
3618,1.2751e+05,2.7753e+05,-14141
3619,1.2861e+05,2.7602e+05,-14803
3620,1.2969e+05,2.7448e+05,-15380
3621,1.3001e+05,2.725e+05,-15929
3622,1.3004e+05,2.7022e+05,-16389
3623,1.3007e+05,2.6789e+05,-16825
3624,1.3013e+05,2.6552e+05,-17194
3625,1.3024e+05,2.6315e+05,-17493
3626,1.3043e+05,2.6078e+05,-17711
3627,1.3067e+05,2.5839e+05,-17869
3628,1.3095e+05,2.5598e+05,-17963
3629,1.3128e+05,2.5353e+05,-18027
3630,1.3144e+05,2.5102e+05,-17942
3631,1.3149e+05,2.485e+05,-17781
3632,1.3154e+05,2.4596e+05,-17567
3633,1.3155e+05,2.4349e+05,-17338
3634,1.3157e+05,2.4105e+05,-17108
3635,1.3159e+05,2.3861e+05,-16907
3636,1.3168e+05,2.362e+05,-16781
3637,1.324e+05,2.34e+05,-16842
3638,1.3336e+05,2.3194e+05,-17010
3639,1.3422e+05,2.2981e+05,-17204
3640,1.3501e+05,2.2758e+05,-17494
3641,1.3571e+05,2.2529e+05,-17796
3642,1.3636e+05,2.2292e+05,-18087
3643,1.3686e+05,2.2055e+05,-18344
3644,1.3734e+05,2.1814e+05,-18609
3645,1.3777e+05,2.157e+05,-18877
3646,1.3817e+05,2.1326e+05,-19137
3647,1.3858e+05,2.1083e+05,-19356
3648,1.39e+05,2.084e+05,-19555
3649,1.3944e+05,2.0595e+05,-19735
3650,1.3988e+05,2.0355e+05,-19903
3651,1.4031e+05,2.0117e+05,-20045
3652,1.4077e+05,1.988e+05,-20128
3653,1.4122e+05,1.9647e+05,-20155
3654,1.4167e+05,1.9412e+05,-20153
3655,1.421e+05,1.9176e+05,-20144
3656,1.4251e+05,1.8938e+05,-20154
3657,1.4292e+05,1.8699e+05,-20149
3658,1.4333e+05,1.8458e+05,-20139
3659,1.4377e+05,1.8219e+05,-20103
3660,1.4423e+05,1.7983e+05,-20009
3661,1.4472e+05,1.7748e+05,-19863
3662,1.4531e+05,1.751e+05,-19679
3663,1.4588e+05,1.7263e+05,-19667
3664,1.4639e+05,1.7023e+05,-19653
3665,1.4687e+05,1.6788e+05,-19593
3666,1.4727e+05,1.6554e+05,-19474
3667,1.4768e+05,1.6325e+05,-19289
3668,1.4815e+05,1.6096e+05,-19047
3669,1.4866e+05,1.5843e+05,-18832
3670,1.4914e+05,1.5564e+05,-18874
3671,1.4941e+05,1.53e+05,-19207
3672,1.4956e+05,1.5064e+05,-19635
3673,1.4976e+05,1.484e+05,-19999
3674,1.4999e+05,1.4615e+05,-20263
3675,1.5027e+05,1.4383e+05,-20401
3676,1.5057e+05,1.4147e+05,-20460
3677,1.5089e+05,1.391e+05,-20493
3678,1.5122e+05,1.3671e+05,-20486
3679,1.5155e+05,1.3433e+05,-20462
3680,1.5189e+05,1.3194e+05,-20399
3681,1.5225e+05,1.2955e+05,-20320
3682,1.5261e+05,1.2716e+05,-20228
3683,1.53e+05,1.2477e+05,-20133
3684,1.534e+05,1.2238e+05,-20040
168,1.5382e+05,1.2e+05,-19948
3685,1.3055e+05,4.5764e+05,-24005
377,1.3106e+05,4.6e+05,-23761
3686,1.2997e+05,4.5533e+05,-24352
3687,1.2939e+05,4.5302e+05,-24763
3688,1.2885e+05,4.5066e+05,-25219
3689,1.2835e+05,4.4818e+05,-25609
3690,1.2794e+05,4.4561e+05,-25930
3691,1.276e+05,4.431e+05,-26196
3692,1.2726e+05,4.4065e+05,-26391
3693,1.2687e+05,4.3822e+05,-26581
3694,1.2636e+05,4.3569e+05,-26685
3695,1.2586e+05,4.3299e+05,-26681
3696,1.2543e+05,4.3018e+05,-26506
3697,1.2523e+05,4.2748e+05,-26211
3698,1.2507e+05,4.2507e+05,-25940
3699,1.2485e+05,4.2269e+05,-25662
3700,1.2457e+05,4.2024e+05,-25401
3701,1.2431e+05,4.1776e+05,-25124
3702,1.241e+05,4.1527e+05,-24866
3703,1.2392e+05,4.1285e+05,-24650
3704,1.2373e+05,4.1048e+05,-24526
3705,1.235e+05,4.0806e+05,-24483
3706,1.2324e+05,4.0554e+05,-24442
3707,1.2303e+05,4.0297e+05,-24366
3708,1.2289e+05,4.0045e+05,-24287
3709,1.2279e+05,3.9794e+05,-24219
3710,1.227e+05,3.954e+05,-24117
3711,1.2263e+05,3.9288e+05,-23996
3712,1.2255e+05,3.9036e+05,-23826
3713,1.2251e+05,3.8787e+05,-23619
3714,1.2246e+05,3.8538e+05,-23366
3715,1.2237e+05,3.829e+05,-23151
3716,1.223e+05,3.8043e+05,-22834
3717,1.2224e+05,3.7798e+05,-22448
3718,1.2222e+05,3.7559e+05,-21930
3719,1.222e+05,3.7325e+05,-21350
3720,1.2218e+05,3.709e+05,-20730
3721,1.2214e+05,3.6855e+05,-20108
3722,1.2206e+05,3.6618e+05,-19483
3723,1.2198e+05,3.6376e+05,-18882
3724,1.219e+05,3.6131e+05,-18342
3725,1.2182e+05,3.5888e+05,-17896
3726,1.2165e+05,3.5645e+05,-17485
3727,1.2136e+05,3.5404e+05,-17177
3728,1.2107e+05,3.5164e+05,-16989
3729,1.2084e+05,3.4935e+05,-16938
3730,1.2066e+05,3.4715e+05,-16964
3731,1.2049e+05,3.4498e+05,-17015
3732,1.2037e+05,3.4277e+05,-16911
3733,1.203e+05,3.4047e+05,-16735
3734,1.2034e+05,3.3812e+05,-16449
3735,1.2048e+05,3.3577e+05,-16108
3736,1.2065e+05,3.3343e+05,-15845
3737,1.2078e+05,3.3103e+05,-15734
3738,1.2087e+05,3.2859e+05,-15817
3739,1.2093e+05,3.2617e+05,-16026
3740,1.2099e+05,3.238e+05,-16241
3741,1.2102e+05,3.2142e+05,-16436
3742,1.2103e+05,3.1905e+05,-16628
3743,1.2104e+05,3.1672e+05,-16841
3744,1.2106e+05,3.144e+05,-17144
3745,1.2115e+05,3.1199e+05,-17547
3746,1.2137e+05,3.0937e+05,-17905
3747,1.2175e+05,3.066e+05,-17731
3748,1.2213e+05,3.0409e+05,-17266
3749,1.2246e+05,3.0178e+05,-16655
3750,1.2283e+05,2.9961e+05,-16003
3751,1.232e+05,2.9753e+05,-15295
3752,1.2359e+05,2.954e+05,-14533
3753,1.2401e+05,2.933e+05,-13786
3754,1.2455e+05,2.9129e+05,-13077
3755,1.2554e+05,2.8922e+05,-12411
3756,1.2677e+05,2.866e+05,-11735
3757,1.2794e+05,2.8365e+05,-11924
3758,1.288e+05,2.8111e+05,-12829
3759,1.2948e+05,2.7901e+05,-13777
3760,1.3048e+05,2.7743e+05,-14620
3761,1.3147e+05,2.7598e+05,-15406
3762,1.3235e+05,2.7449e+05,-16201
3763,1.3255e+05,2.7252e+05,-16731
3764,1.3249e+05,2.7027e+05,-17257
3765,1.3248e+05,2.6795e+05,-17708
3766,1.3252e+05,2.6558e+05,-18064
3767,1.3264e+05,2.6318e+05,-18334
3768,1.3285e+05,2.608e+05,-18511
3769,1.331e+05,2.5842e+05,-18630
3770,1.3341e+05,2.5599e+05,-18700
3771,1.3373e+05,2.5354e+05,-18675
3772,1.3389e+05,2.5106e+05,-18549
3773,1.3393e+05,2.4854e+05,-18334
3774,1.3398e+05,2.4605e+05,-18094
3775,1.34e+05,2.4358e+05,-17833
3776,1.3401e+05,2.4114e+05,-17580
3777,1.3403e+05,2.3871e+05,-17375
3778,1.341e+05,2.363e+05,-17248
3779,1.3478e+05,2.3406e+05,-17320
3780,1.3569e+05,2.3198e+05,-17486
3781,1.3652e+05,2.2982e+05,-17678
3782,1.3729e+05,2.2756e+05,-17913
3783,1.3798e+05,2.2526e+05,-18167
3784,1.3858e+05,2.229e+05,-18416
3785,1.3909e+05,2.2054e+05,-18637
3786,1.3956e+05,2.1813e+05,-18930
3787,1.3998e+05,2.1572e+05,-19280
3788,1.4038e+05,2.1328e+05,-19600
3789,1.4076e+05,2.1086e+05,-19886
3790,1.4116e+05,2.0843e+05,-20114
3791,1.4158e+05,2.0598e+05,-20339
3792,1.42e+05,2.0358e+05,-20529
3793,1.4242e+05,2.012e+05,-20675
3794,1.4285e+05,1.9884e+05,-20755
3795,1.4329e+05,1.9651e+05,-20783
3796,1.4373e+05,1.9415e+05,-20787
3797,1.4414e+05,1.9179e+05,-20813
3798,1.4454e+05,1.8941e+05,-20831
3799,1.4493e+05,1.8701e+05,-20855
3800,1.4533e+05,1.846e+05,-20852
3801,1.4574e+05,1.8222e+05,-20828
3802,1.4621e+05,1.7986e+05,-20740
3803,1.4668e+05,1.7746e+05,-20642
3804,1.472e+05,1.7501e+05,-20593
3805,1.4769e+05,1.7256e+05,-20633
3806,1.4813e+05,1.7019e+05,-20647
3807,1.4857e+05,1.6788e+05,-20568
3808,1.4903e+05,1.6561e+05,-20400
3809,1.4948e+05,1.6332e+05,-20200
3810,1.4999e+05,1.6101e+05,-19928
3811,1.5056e+05,1.5841e+05,-19725
3812,1.5099e+05,1.5566e+05,-19824
3813,1.5121e+05,1.5305e+05,-20111
3814,1.5134e+05,1.5069e+05,-20448
3815,1.5146e+05,1.4843e+05,-20767
3816,1.5168e+05,1.4616e+05,-20979
3817,1.5196e+05,1.4383e+05,-21104
3818,1.5226e+05,1.4147e+05,-21173
3819,1.5255e+05,1.391e+05,-21212
3820,1.5285e+05,1.3672e+05,-21220
3821,1.5316e+05,1.3433e+05,-21193
3822,1.5349e+05,1.3194e+05,-21133
3823,1.5384e+05,1.2955e+05,-21053
3824,1.5419e+05,1.2716e+05,-20953
3825,1.5456e+05,1.2477e+05,-20850
3826,1.5495e+05,1.2238e+05,-20753
169,1.5537e+05,1.2e+05,-20648
3827,1.3302e+05,4.5764e+05,-26691
378,1.3354e+05,4.6e+05,-26434
3828,1.3247e+05,4.553e+05,-27005
3829,1.3192e+05,4.5295e+05,-27361
3830,1.3138e+05,4.5053e+05,-27678
3831,1.3093e+05,4.4806e+05,-27958
3832,1.3054e+05,4.4545e+05,-28186
3833,1.3022e+05,4.4293e+05,-28331
3834,1.2995e+05,4.4048e+05,-28460
3835,1.2962e+05,4.3806e+05,-28606
3836,1.2926e+05,4.3562e+05,-28772
3837,1.2883e+05,4.3302e+05,-28846
3838,1.2842e+05,4.3022e+05,-28792
3839,1.2818e+05,4.2748e+05,-28495
3840,1.28e+05,4.2503e+05,-28162
3841,1.2779e+05,4.2269e+05,-27879
3842,1.2751e+05,4.203e+05,-27643
3843,1.2721e+05,4.1783e+05,-27414
3844,1.2693e+05,4.1531e+05,-27166
3845,1.2671e+05,4.1283e+05,-26940
3846,1.2653e+05,4.1042e+05,-26770
3847,1.2632e+05,4.0803e+05,-26708
3848,1.2607e+05,4.0555e+05,-26677
3849,1.2582e+05,4.0298e+05,-26601
3850,1.2564e+05,4.0042e+05,-26502
3851,1.2554e+05,3.9789e+05,-26354
3852,1.2548e+05,3.9537e+05,-26196
3853,1.2544e+05,3.9284e+05,-26008
3854,1.2541e+05,3.9034e+05,-25749
3855,1.254e+05,3.8787e+05,-25469
3856,1.2539e+05,3.8541e+05,-25159
3857,1.2537e+05,3.8296e+05,-24797
3858,1.2536e+05,3.8054e+05,-24358
3859,1.2532e+05,3.7816e+05,-23893
3860,1.2532e+05,3.7582e+05,-23307
3861,1.2532e+05,3.7352e+05,-22686
3862,1.2531e+05,3.7122e+05,-22026
3863,1.2529e+05,3.6894e+05,-21312
3864,1.2516e+05,3.6664e+05,-20567
3865,1.2498e+05,3.6421e+05,-19814
3866,1.2478e+05,3.6162e+05,-19190
3867,1.2465e+05,3.5905e+05,-18745
3868,1.2456e+05,3.5666e+05,-18388
3869,1.2439e+05,3.5431e+05,-18044
3870,1.2417e+05,3.5186e+05,-17762
3871,1.2389e+05,3.4939e+05,-17666
3872,1.2367e+05,3.4707e+05,-17776
3873,1.2353e+05,3.4493e+05,-17922
3874,1.2334e+05,3.4282e+05,-18082
3875,1.2325e+05,3.4061e+05,-18053
3876,1.2325e+05,3.383e+05,-17854
3877,1.2336e+05,3.3594e+05,-17580
3878,1.2351e+05,3.3359e+05,-17348
3879,1.2363e+05,3.3117e+05,-17269
3880,1.237e+05,3.2871e+05,-17357
3881,1.2376e+05,3.2628e+05,-17482
3882,1.2378e+05,3.239e+05,-17647
3883,1.2378e+05,3.2153e+05,-17797
3884,1.2375e+05,3.1916e+05,-17970
3885,1.2374e+05,3.1679e+05,-18144
3886,1.2382e+05,3.1441e+05,-18405
3887,1.2399e+05,3.1194e+05,-18675
3888,1.2433e+05,3.0937e+05,-18652
3889,1.2465e+05,3.0684e+05,-18394
3890,1.2495e+05,3.0444e+05,-17922
3891,1.2528e+05,3.0215e+05,-17356
3892,1.2564e+05,2.9998e+05,-16716
3893,1.2605e+05,2.9793e+05,-15995
3894,1.2648e+05,2.9584e+05,-15214
3895,1.2704e+05,2.9379e+05,-14431
3896,1.2784e+05,2.9176e+05,-13712
3897,1.2902e+05,2.8952e+05,-13186
3898,1.3035e+05,2.8694e+05,-12879
3899,1.3152e+05,2.8411e+05,-13188
3900,1.3234e+05,2.8151e+05,-13877
3901,1.3281e+05,2.793e+05,-14843
3902,1.3353e+05,2.7769e+05,-15693
3903,1.3423e+05,2.7616e+05,-16501
3904,1.3494e+05,2.7461e+05,-17312
3905,1.3504e+05,2.7261e+05,-17870
3906,1.3494e+05,2.7035e+05,-18331
3907,1.3491e+05,2.6801e+05,-18754
3908,1.3497e+05,2.656e+05,-19040
3909,1.3511e+05,2.6321e+05,-19236
3910,1.3533e+05,2.6083e+05,-19388
3911,1.3559e+05,2.5843e+05,-19443
3912,1.3587e+05,2.5602e+05,-19431
3913,1.362e+05,2.5358e+05,-19355
3914,1.3635e+05,2.5113e+05,-19178
3915,1.3637e+05,2.4863e+05,-18928
3916,1.3638e+05,2.4614e+05,-18649
3917,1.364e+05,2.4369e+05,-18360
3918,1.3642e+05,2.4125e+05,-18085
3919,1.3643e+05,2.3882e+05,-17875
3920,1.365e+05,2.364e+05,-17751
3921,1.3716e+05,2.3416e+05,-17838
3922,1.3801e+05,2.3204e+05,-18017
3923,1.3882e+05,2.2985e+05,-18218
3924,1.3956e+05,2.2758e+05,-18411
3925,1.4023e+05,2.2527e+05,-18594
3926,1.4082e+05,2.2291e+05,-18778
3927,1.4131e+05,2.2053e+05,-18995
3928,1.4176e+05,2.1811e+05,-19283
3929,1.4218e+05,2.1569e+05,-19641
3930,1.4256e+05,2.1327e+05,-20040
3931,1.4293e+05,2.1086e+05,-20380
3932,1.4331e+05,2.0844e+05,-20677
3933,1.437e+05,2.06e+05,-20963
3934,1.4411e+05,2.036e+05,-21180
3935,1.4451e+05,2.0123e+05,-21333
3936,1.4493e+05,1.9887e+05,-21419
3937,1.4536e+05,1.9654e+05,-21452
3938,1.4577e+05,1.9418e+05,-21478
3939,1.4617e+05,1.9181e+05,-21518
3940,1.4655e+05,1.8943e+05,-21558
3941,1.4693e+05,1.8704e+05,-21587
3942,1.4731e+05,1.8462e+05,-21596
3943,1.4772e+05,1.8224e+05,-21578
3944,1.4817e+05,1.7986e+05,-21524
3945,1.4864e+05,1.7745e+05,-21450
3946,1.4911e+05,1.7494e+05,-21463
3947,1.4949e+05,1.7251e+05,-21573
3948,1.4987e+05,1.7019e+05,-21593
3949,1.5028e+05,1.6791e+05,-21490
3950,1.5075e+05,1.6563e+05,-21307
3951,1.5124e+05,1.6336e+05,-21090
3952,1.5182e+05,1.6101e+05,-20858
3953,1.5237e+05,1.5836e+05,-20701
3954,1.527e+05,1.5567e+05,-20787
3955,1.5289e+05,1.5313e+05,-21003
3956,1.5301e+05,1.5076e+05,-21295
3957,1.5319e+05,1.4847e+05,-21522
3958,1.5339e+05,1.4616e+05,-21709
3959,1.5365e+05,1.4383e+05,-21823
3960,1.5393e+05,1.4147e+05,-21907
3961,1.542e+05,1.391e+05,-21946
3962,1.5448e+05,1.3672e+05,-21959
3963,1.5478e+05,1.3433e+05,-21928
3964,1.551e+05,1.3194e+05,-21871
3965,1.5542e+05,1.2955e+05,-21787
3966,1.5577e+05,1.2716e+05,-21691
3967,1.5613e+05,1.2477e+05,-21574
3968,1.5651e+05,1.2238e+05,-21465
170,1.5692e+05,1.2e+05,-21350
3969,1.357e+05,4.5765e+05,-29221
379,1.362e+05,4.6e+05,-28925
3970,1.3516e+05,4.5531e+05,-29552
3971,1.3462e+05,4.5294e+05,-29908
3972,1.341e+05,4.5052e+05,-30227
3973,1.3364e+05,4.4801e+05,-30461
3974,1.3323e+05,4.4543e+05,-30610
3975,1.3289e+05,4.4286e+05,-30680
3976,1.326e+05,4.4036e+05,-30710
3977,1.3234e+05,4.3793e+05,-30755
3978,1.3206e+05,4.3544e+05,-30838
3979,1.3179e+05,4.329e+05,-30935
3980,1.3147e+05,4.3023e+05,-30880
3981,1.3122e+05,4.2758e+05,-30630
3982,1.31e+05,4.2505e+05,-30293
3983,1.3077e+05,4.2268e+05,-29992
3984,1.3052e+05,4.203e+05,-29768
3985,1.3024e+05,4.1787e+05,-29606
3986,1.2996e+05,4.1534e+05,-29425
3987,1.2974e+05,4.1283e+05,-29207
3988,1.2956e+05,4.1036e+05,-29009
3989,1.2936e+05,4.0796e+05,-28888
3990,1.2916e+05,4.0549e+05,-28841
3991,1.2895e+05,4.0298e+05,-28793
3992,1.2876e+05,4.0043e+05,-28718
3993,1.2862e+05,3.9788e+05,-28565
3994,1.2851e+05,3.9536e+05,-28368
3995,1.2845e+05,3.9286e+05,-28123
3996,1.2842e+05,3.9038e+05,-27812
3997,1.2841e+05,3.8792e+05,-27453
3998,1.2841e+05,3.8548e+05,-27048
3999,1.2844e+05,3.8309e+05,-26564
4000,1.2845e+05,3.8074e+05,-26038
4001,1.2845e+05,3.7842e+05,-25406
4002,1.2847e+05,3.7611e+05,-24772
4003,1.2851e+05,3.7378e+05,-24134
4004,1.2857e+05,3.7149e+05,-23496
4005,1.2861e+05,3.6932e+05,-22820
4006,1.2861e+05,3.672e+05,-22047
4007,1.2851e+05,3.6489e+05,-21148
4008,1.2812e+05,3.6227e+05,-20158
4009,1.2775e+05,3.5938e+05,-19487
4010,1.2756e+05,3.5674e+05,-19132
4011,1.2746e+05,3.544e+05,-18864
4012,1.2735e+05,3.5206e+05,-18612
4013,1.2709e+05,3.4948e+05,-18436
4014,1.268e+05,3.4694e+05,-18541
4015,1.2658e+05,3.4475e+05,-18826
4016,1.2642e+05,3.4272e+05,-19069
4017,1.2629e+05,3.4065e+05,-19256
4018,1.2623e+05,3.3842e+05,-19227
4019,1.2627e+05,3.3608e+05,-19102
4020,1.2637e+05,3.3372e+05,-18940
4021,1.2645e+05,3.3129e+05,-18906
4022,1.2651e+05,3.2884e+05,-18989
4023,1.2655e+05,3.2641e+05,-19130
4024,1.2655e+05,3.2404e+05,-19285
4025,1.2652e+05,3.2167e+05,-19433
4026,1.265e+05,3.1928e+05,-19567
4027,1.2657e+05,3.1686e+05,-19652
4028,1.2673e+05,3.1442e+05,-19710
4029,1.2699e+05,3.1195e+05,-19682
4030,1.2726e+05,3.0949e+05,-19461
4031,1.2756e+05,3.0709e+05,-19073
4032,1.2784e+05,3.0473e+05,-18632
4033,1.2815e+05,3.0244e+05,-18112
4034,1.2851e+05,3.0026e+05,-17512
4035,1.2893e+05,2.982e+05,-16828
4036,1.2943e+05,2.9612e+05,-16091
4037,1.3012e+05,2.9401e+05,-15359
4038,1.3102e+05,2.9185e+05,-14805
4039,1.3222e+05,2.8954e+05,-14523
4040,1.335e+05,2.87e+05,-14572
4041,1.3451e+05,2.8432e+05,-15009
4042,1.3519e+05,2.8194e+05,-15685
4043,1.3563e+05,2.7982e+05,-16343
4044,1.3621e+05,2.7804e+05,-17094
4045,1.3681e+05,2.764e+05,-17867
4046,1.3744e+05,2.7475e+05,-18634
4047,1.375e+05,2.7271e+05,-19145
4048,1.3738e+05,2.7042e+05,-19553
4049,1.3737e+05,2.6805e+05,-19898
4050,1.3746e+05,2.6561e+05,-20080
4051,1.3761e+05,2.6322e+05,-20190
4052,1.3784e+05,2.6084e+05,-20246
4053,1.3809e+05,2.5846e+05,-20241
4054,1.3837e+05,2.5606e+05,-20168
4055,1.3866e+05,2.5367e+05,-20041
4056,1.3878e+05,2.5122e+05,-19837
4057,1.3878e+05,2.4873e+05,-19561
4058,1.388e+05,2.4626e+05,-19256
4059,1.388e+05,2.4381e+05,-18952
4060,1.388e+05,2.4137e+05,-18668
4061,1.3882e+05,2.3893e+05,-18438
4062,1.389e+05,2.3649e+05,-18301
4063,1.3953e+05,2.3424e+05,-18399
4064,1.4037e+05,2.3211e+05,-18594
4065,1.4115e+05,2.2991e+05,-18793
4066,1.4188e+05,2.2763e+05,-18944
4067,1.4252e+05,2.2531e+05,-19089
4068,1.4309e+05,2.2295e+05,-19241
4069,1.4356e+05,2.2055e+05,-19376
4070,1.4399e+05,2.1808e+05,-19615
4071,1.4438e+05,2.1563e+05,-19981
4072,1.4475e+05,2.132e+05,-20436
4073,1.4512e+05,2.1081e+05,-20852
4074,1.4547e+05,2.0842e+05,-21305
4075,1.4585e+05,2.06e+05,-21629
4076,1.4623e+05,2.0362e+05,-21881
4077,1.4662e+05,2.0126e+05,-22027
4078,1.4702e+05,1.9891e+05,-22121
4079,1.4742e+05,1.9657e+05,-22182
4080,1.4783e+05,1.9421e+05,-22240
4081,1.4822e+05,1.9184e+05,-22294
4082,1.4857e+05,1.8945e+05,-22330
4083,1.4893e+05,1.8706e+05,-22364
4084,1.493e+05,1.8464e+05,-22378
4085,1.4969e+05,1.8225e+05,-22372
4086,1.5012e+05,1.7986e+05,-22335
4087,1.5056e+05,1.7739e+05,-22354
4088,1.5095e+05,1.7491e+05,-22421
4089,1.5128e+05,1.7252e+05,-22501
4090,1.5163e+05,1.7021e+05,-22503
4091,1.5202e+05,1.6793e+05,-22377
4092,1.5248e+05,1.6563e+05,-22184
4093,1.5301e+05,1.6334e+05,-21970
4094,1.5354e+05,1.6093e+05,-21795
4095,1.5406e+05,1.5834e+05,-21679
4096,1.5436e+05,1.5572e+05,-21718
4097,1.5454e+05,1.5319e+05,-21890
4098,1.547e+05,1.5081e+05,-22099
4099,1.5487e+05,1.485e+05,-22323
4100,1.551e+05,1.4617e+05,-22471
4101,1.5535e+05,1.4382e+05,-22596
4102,1.556e+05,1.4147e+05,-22675
4103,1.5586e+05,1.391e+05,-22712
4104,1.5613e+05,1.3672e+05,-22716
4105,1.5641e+05,1.3433e+05,-22683
4106,1.5671e+05,1.3194e+05,-22619
4107,1.5702e+05,1.2955e+05,-22533
4108,1.5736e+05,1.2716e+05,-22427
4109,1.5771e+05,1.2477e+05,-22304
4110,1.5807e+05,1.2238e+05,-22177
171,1.5846e+05,1.2e+05,-22054
4111,1.386e+05,4.5766e+05,-31489
380,1.391e+05,4.6e+05,-31145
4112,1.3809e+05,4.5532e+05,-31867
4113,1.3759e+05,4.5296e+05,-32234
4114,1.3709e+05,4.5056e+05,-32572
4115,1.3657e+05,4.4811e+05,-32857
4116,1.3607e+05,4.4552e+05,-33031
4117,1.3565e+05,4.4292e+05,-33100
4118,1.3533e+05,4.4034e+05,-33092
4119,1.3508e+05,4.3782e+05,-33082
4120,1.3484e+05,4.3527e+05,-33024
4121,1.3461e+05,4.3275e+05,-32990
4122,1.3439e+05,4.3019e+05,-32877
4123,1.3417e+05,4.2762e+05,-32636
4124,1.3393e+05,4.2511e+05,-32344
4125,1.3372e+05,4.2268e+05,-32065
4126,1.3349e+05,4.2027e+05,-31828
4127,1.3328e+05,4.1782e+05,-31650
4128,1.3305e+05,4.1534e+05,-31490
4129,1.3283e+05,4.1283e+05,-31270
4130,1.3264e+05,4.1035e+05,-31053
4131,1.3247e+05,4.0789e+05,-30881
4132,1.323e+05,4.0544e+05,-30770
4133,1.3216e+05,4.0294e+05,-30682
4134,1.32e+05,4.0043e+05,-30581
4135,1.3185e+05,3.9791e+05,-30436
4136,1.3172e+05,3.9539e+05,-30235
4137,1.3163e+05,3.929e+05,-29982
4138,1.3156e+05,3.9043e+05,-29675
4139,1.3152e+05,3.8798e+05,-29329
4140,1.3151e+05,3.8557e+05,-28916
4141,1.3154e+05,3.8323e+05,-28383
4142,1.3161e+05,3.8097e+05,-27749
4143,1.3166e+05,3.7868e+05,-27043
4144,1.3175e+05,3.7632e+05,-26353
4145,1.3183e+05,3.7389e+05,-25748
4146,1.3193e+05,3.7158e+05,-25192
4147,1.3202e+05,3.6946e+05,-24599
4148,1.3209e+05,3.6744e+05,-23893
4149,1.3216e+05,3.6539e+05,-23071
4150,1.3203e+05,3.6312e+05,-21968
4151,1.3171e+05,3.6014e+05,-20723
4152,1.3139e+05,3.5693e+05,-20102
4153,1.3114e+05,3.542e+05,-19915
4154,1.3106e+05,3.5196e+05,-19788
4155,1.3085e+05,3.4955e+05,-19622
4156,1.3038e+05,3.4691e+05,-19590
4157,1.2997e+05,3.4458e+05,-19862
4158,1.2966e+05,3.4259e+05,-20194
4159,1.2943e+05,3.406e+05,-20470
4160,1.2931e+05,3.3847e+05,-20544
4161,1.2928e+05,3.362e+05,-20499
4162,1.2934e+05,3.3386e+05,-20366
4163,1.294e+05,3.3143e+05,-20301
4164,1.2944e+05,3.2896e+05,-20374
4165,1.2946e+05,3.2653e+05,-20543
4166,1.2946e+05,3.2417e+05,-20742
4167,1.2944e+05,3.218e+05,-20911
4168,1.2946e+05,3.1939e+05,-21010
4169,1.2956e+05,3.1694e+05,-20999
4170,1.2974e+05,3.145e+05,-20853
4171,1.2997e+05,3.1207e+05,-20622
4172,1.3021e+05,3.0968e+05,-20258
4173,1.3048e+05,3.0733e+05,-19840
4174,1.3074e+05,3.0498e+05,-19407
4175,1.3104e+05,3.0269e+05,-18919
4176,1.3138e+05,3.005e+05,-18359
4177,1.3179e+05,2.9839e+05,-17748
4178,1.3232e+05,2.9624e+05,-17087
4179,1.3301e+05,2.9405e+05,-16463
