"ids","mesh_model_coordinates:0","mesh_model_coordinates:1","mesh_model_coordinates:2"
7784,1.9607e+05,1.6538e+05,-50543
7785,1.9621e+05,1.6297e+05,-50112
7786,1.9635e+05,1.6058e+05,-49665
7787,1.965e+05,1.5819e+05,-49193
7788,1.9665e+05,1.558e+05,-48707
7789,1.968e+05,1.5341e+05,-48206
7790,1.9694e+05,1.5103e+05,-47695
7791,1.9708e+05,1.4864e+05,-47170
7792,1.9721e+05,1.4626e+05,-46634
7793,1.9733e+05,1.4388e+05,-46099
7794,1.9746e+05,1.4149e+05,-45547
7795,1.9756e+05,1.391e+05,-45009
7796,1.9768e+05,1.3672e+05,-44462
7797,1.9778e+05,1.3433e+05,-43924
7798,1.9789e+05,1.3194e+05,-43372
7799,1.98e+05,1.2955e+05,-42834
7800,1.9811e+05,1.2716e+05,-42292
7801,1.9822e+05,1.2477e+05,-41759
7802,1.9835e+05,1.2239e+05,-41222
197,1.9848e+05,1.2e+05,-40684
7803,1.9603e+05,4.5754e+05,-1.0493e+05
406,1.9612e+05,4.6e+05,-1.0532e+05
7804,1.9596e+05,4.5508e+05,-1.0455e+05
7805,1.9587e+05,4.5262e+05,-1.0421e+05
7806,1.9583e+05,4.5015e+05,-1.0385e+05
7807,1.9584e+05,4.4769e+05,-1.0348e+05
7808,1.9588e+05,4.4522e+05,-1.0311e+05
7809,1.9592e+05,4.4276e+05,-1.0275e+05
7810,1.9596e+05,4.4029e+05,-1.0239e+05
7811,1.9603e+05,4.3784e+05,-1.0201e+05
7812,1.9611e+05,4.3539e+05,-1.016e+05
7813,1.962e+05,4.3295e+05,-1.0117e+05
7814,1.9628e+05,4.305e+05,-1.0072e+05
7815,1.9635e+05,4.2806e+05,-1.0026e+05
7816,1.9644e+05,4.2563e+05,-99802
7817,1.9653e+05,4.2319e+05,-99346
7818,1.9664e+05,4.2075e+05,-98903
7819,1.9675e+05,4.1828e+05,-98489
7820,1.9682e+05,4.1575e+05,-98124
7821,1.9683e+05,4.1318e+05,-97811
7822,1.9682e+05,4.1069e+05,-97528
7823,1.9683e+05,4.0823e+05,-97271
7824,1.9687e+05,4.0579e+05,-97023
7825,1.9692e+05,4.0325e+05,-96799
7826,1.9694e+05,4.0068e+05,-96612
7827,1.969e+05,3.9815e+05,-96454
7828,1.9688e+05,3.9571e+05,-96277
7829,1.9689e+05,3.9329e+05,-96075
7830,1.9692e+05,3.9086e+05,-95833
7831,1.9695e+05,3.8839e+05,-95554
7832,1.9698e+05,3.8598e+05,-95228
7833,1.9702e+05,3.8358e+05,-94851
7834,1.9707e+05,3.8117e+05,-94425
7835,1.9711e+05,3.7876e+05,-93939
7836,1.9713e+05,3.7633e+05,-93412
7837,1.9714e+05,3.7395e+05,-92847
7838,1.9716e+05,3.7166e+05,-92253
7839,1.972e+05,3.6938e+05,-91602
7840,1.9724e+05,3.6713e+05,-90875
7841,1.9732e+05,3.6487e+05,-90086
7842,1.9736e+05,3.6259e+05,-89230
7843,1.9736e+05,3.6036e+05,-88325
7844,1.973e+05,3.5829e+05,-87321
7845,1.9718e+05,3.5637e+05,-86160
7846,1.9702e+05,3.5459e+05,-84877
7847,1.9686e+05,3.5291e+05,-83499
7848,1.9673e+05,3.5121e+05,-82046
7849,1.9664e+05,3.4946e+05,-80573
7850,1.9662e+05,3.4757e+05,-79106
7851,1.9666e+05,3.4561e+05,-77690
7852,1.9672e+05,3.4354e+05,-76333
7853,1.9683e+05,3.4145e+05,-75086
7854,1.9699e+05,3.3904e+05,-73927
7855,1.972e+05,3.3646e+05,-72849
7856,1.9726e+05,3.3384e+05,-71933
7857,1.9724e+05,3.3134e+05,-71169
7858,1.9728e+05,3.2882e+05,-70453
7859,1.9722e+05,3.2627e+05,-69811
7860,1.9712e+05,3.238e+05,-69209
7861,1.9699e+05,3.2142e+05,-68632
7862,1.9686e+05,3.1907e+05,-68056
7863,1.9677e+05,3.1673e+05,-67521
7864,1.9674e+05,3.1439e+05,-67031
7865,1.9677e+05,3.1207e+05,-66573
7866,1.9682e+05,3.0973e+05,-66106
7867,1.969e+05,3.0733e+05,-65620
7868,1.9697e+05,3.0473e+05,-65153
7869,1.97e+05,3.0207e+05,-64765
7870,1.9688e+05,2.9948e+05,-64450
7871,1.9673e+05,2.9715e+05,-64131
7872,1.9668e+05,2.9502e+05,-63836
7873,1.9685e+05,2.9294e+05,-63626
7874,1.9714e+05,2.9074e+05,-63444
7875,1.9742e+05,2.8843e+05,-63216
7876,1.9759e+05,2.8619e+05,-62871
7877,1.9764e+05,2.8401e+05,-62407
7878,1.9769e+05,2.819e+05,-61943
7879,1.9772e+05,2.7979e+05,-61416
7880,1.9773e+05,2.7764e+05,-60872
7881,1.9762e+05,2.7532e+05,-60179
7882,1.9752e+05,2.7286e+05,-59573
7883,1.9748e+05,2.7047e+05,-59066
7884,1.9743e+05,2.681e+05,-58526
7885,1.9734e+05,2.6572e+05,-57946
7886,1.9722e+05,2.6334e+05,-57375
7887,1.9707e+05,2.6101e+05,-56806
7888,1.9694e+05,2.5871e+05,-56248
7889,1.9687e+05,2.564e+05,-55714
7890,1.9683e+05,2.5399e+05,-55149
7891,1.9678e+05,2.5147e+05,-54611
7892,1.967e+05,2.4895e+05,-54121
7893,1.9659e+05,2.4647e+05,-53690
7894,1.965e+05,2.4399e+05,-53277
7895,1.9645e+05,2.4148e+05,-52932
7896,1.9642e+05,2.3891e+05,-52669
7897,1.9651e+05,2.364e+05,-52604
7898,1.9662e+05,2.3395e+05,-52654
7899,1.9671e+05,2.315e+05,-52751
7900,1.9678e+05,2.2903e+05,-52876
7901,1.9682e+05,2.2653e+05,-53053
7902,1.9681e+05,2.2403e+05,-53292
7903,1.9676e+05,2.216e+05,-53506
7904,1.9672e+05,2.1915e+05,-53725
7905,1.9669e+05,2.167e+05,-53938
7906,1.9667e+05,2.1424e+05,-54130
7907,1.9665e+05,2.1179e+05,-54303
7908,1.9664e+05,2.0934e+05,-54461
7909,1.9663e+05,2.0687e+05,-54593
7910,1.9663e+05,2.0442e+05,-54697
7911,1.9664e+05,2.0198e+05,-54766
7912,1.9666e+05,1.9954e+05,-54797
7913,1.9668e+05,1.9711e+05,-54795
7914,1.9671e+05,1.9466e+05,-54768
7915,1.9675e+05,1.9221e+05,-54685
7916,1.9681e+05,1.8976e+05,-54561
7917,1.9686e+05,1.8731e+05,-54426
7918,1.9694e+05,1.8485e+05,-54230
7919,1.9702e+05,1.824e+05,-54014
7920,1.9711e+05,1.7995e+05,-53768
7921,1.972e+05,1.7751e+05,-53481
7922,1.973e+05,1.7507e+05,-53165
7923,1.974e+05,1.7263e+05,-52822
7924,1.9751e+05,1.702e+05,-52446
7925,1.9762e+05,1.6778e+05,-52049
7926,1.9775e+05,1.6537e+05,-51625
7927,1.9788e+05,1.6296e+05,-51183
7928,1.9801e+05,1.6057e+05,-50711
7929,1.9815e+05,1.5818e+05,-50225
7930,1.9829e+05,1.5579e+05,-49723
7931,1.9842e+05,1.534e+05,-49213
7932,1.9856e+05,1.5102e+05,-48676
7933,1.9869e+05,1.4863e+05,-48133
7934,1.9882e+05,1.4625e+05,-47579
7935,1.9893e+05,1.4386e+05,-47027
7936,1.9905e+05,1.4148e+05,-46456
7937,1.9916e+05,1.391e+05,-45887
7938,1.9926e+05,1.3671e+05,-45332
7939,1.9936e+05,1.3432e+05,-44762
7940,1.9947e+05,1.3194e+05,-44201
7941,1.9957e+05,1.2955e+05,-43642
7942,1.9967e+05,1.2716e+05,-43085
7943,1.9978e+05,1.2477e+05,-42522
7944,1.9989e+05,1.2239e+05,-41963
198,2.0001e+05,1.2e+05,-41412
7945,1.9774e+05,4.5754e+05,-1.0814e+05
407,1.9781e+05,4.6e+05,-1.0855e+05
7946,1.9766e+05,4.5508e+05,-1.0776e+05
7947,1.9756e+05,4.5262e+05,-1.0741e+05
7948,1.975e+05,4.5015e+05,-1.0706e+05
7949,1.9748e+05,4.4768e+05,-1.067e+05
7950,1.9749e+05,4.4522e+05,-1.0634e+05
7951,1.975e+05,4.4275e+05,-1.0598e+05
7952,1.9753e+05,4.4028e+05,-1.0562e+05
7953,1.9758e+05,4.3783e+05,-1.0524e+05
7954,1.9768e+05,4.3538e+05,-1.0482e+05
7955,1.9778e+05,4.3294e+05,-1.0438e+05
7956,1.9787e+05,4.3049e+05,-1.0392e+05
7957,1.9794e+05,4.2805e+05,-1.0345e+05
7958,1.9803e+05,4.2561e+05,-1.0299e+05
7959,1.9812e+05,4.2317e+05,-1.0252e+05
7960,1.9822e+05,4.2072e+05,-1.0209e+05
7961,1.9834e+05,4.1826e+05,-1.0169e+05
7962,1.9841e+05,4.1573e+05,-1.0132e+05
7963,1.9844e+05,4.1321e+05,-1.01e+05
7964,1.9845e+05,4.1072e+05,-1.0072e+05
7965,1.9848e+05,4.0828e+05,-1.0045e+05
7966,1.9855e+05,4.0581e+05,-1.002e+05
7967,1.9862e+05,4.0325e+05,-99971
7968,1.9864e+05,4.007e+05,-99777
7969,1.9861e+05,3.9818e+05,-99603
7970,1.9859e+05,3.9572e+05,-99415
7971,1.986e+05,3.9328e+05,-99205
7972,1.9863e+05,3.9083e+05,-98966
7973,1.9864e+05,3.8837e+05,-98695
7974,1.9867e+05,3.8596e+05,-98371
7975,1.9871e+05,3.8356e+05,-97993
7976,1.9876e+05,3.8118e+05,-97540
7977,1.9881e+05,3.7878e+05,-97039
7978,1.9886e+05,3.7636e+05,-96485
7979,1.9889e+05,3.7402e+05,-95910
7980,1.9894e+05,3.7166e+05,-95295
7981,1.9899e+05,3.6941e+05,-94633
7982,1.9907e+05,3.6718e+05,-93897
7983,1.9916e+05,3.6489e+05,-93091
7984,1.9921e+05,3.6261e+05,-92222
7985,1.9922e+05,3.6036e+05,-91273
7986,1.9916e+05,3.5826e+05,-90261
7987,1.9903e+05,3.5632e+05,-89095
7988,1.9886e+05,3.5456e+05,-87808
7989,1.9869e+05,3.5289e+05,-86420
7990,1.9857e+05,3.5119e+05,-84964
7991,1.9851e+05,3.4941e+05,-83490
7992,1.9853e+05,3.4751e+05,-82020
7993,1.9855e+05,3.4555e+05,-80593
7994,1.9863e+05,3.4354e+05,-79245
7995,1.9876e+05,3.4142e+05,-77997
7996,1.9896e+05,3.3919e+05,-76842
7997,1.9921e+05,3.3673e+05,-75754
7998,1.9932e+05,3.3416e+05,-74740
7999,1.9937e+05,3.3174e+05,-73817
8000,1.9941e+05,3.2913e+05,-72993
8001,1.994e+05,3.2646e+05,-72247
8002,1.9928e+05,3.2391e+05,-71617
8003,1.9914e+05,3.2155e+05,-71030
8004,1.9898e+05,3.1923e+05,-70435
8005,1.9888e+05,3.1688e+05,-69866
8006,1.9884e+05,3.145e+05,-69363
8007,1.9885e+05,3.1209e+05,-68905
8008,1.9888e+05,3.0977e+05,-68466
8009,1.9892e+05,3.0731e+05,-68010
8010,1.9896e+05,3.0479e+05,-67565
8011,1.9894e+05,3.0216e+05,-67164
8012,1.9879e+05,2.9963e+05,-66805
8013,1.9862e+05,2.9731e+05,-66428
8014,1.9855e+05,2.9516e+05,-66104
8015,1.9872e+05,2.93e+05,-65862
8016,1.9899e+05,2.9074e+05,-65692
8017,1.9924e+05,2.8843e+05,-65467
8018,1.9937e+05,2.8623e+05,-65127
8019,1.9943e+05,2.8404e+05,-64660
8020,1.9948e+05,2.8197e+05,-64182
8021,1.9951e+05,2.7987e+05,-63607
8022,1.9954e+05,2.7776e+05,-63014
8023,1.9951e+05,2.7542e+05,-62291
8024,1.9943e+05,2.7292e+05,-61613
8025,1.9937e+05,2.7052e+05,-61059
8026,1.993e+05,2.6814e+05,-60479
8027,1.992e+05,2.6579e+05,-59857
8028,1.9904e+05,2.6341e+05,-59243
8029,1.989e+05,2.6112e+05,-58636
8030,1.9879e+05,2.5884e+05,-58017
8031,1.9873e+05,2.565e+05,-57444
8032,1.987e+05,2.5405e+05,-56839
8033,1.9866e+05,2.5156e+05,-56293
8034,1.9858e+05,2.4906e+05,-55802
8035,1.985e+05,2.4658e+05,-55318
8036,1.9843e+05,2.4409e+05,-54895
8037,1.9837e+05,2.4157e+05,-54522
8038,1.9832e+05,2.3899e+05,-54237
8039,1.9838e+05,2.3648e+05,-54131
8040,1.9848e+05,2.3403e+05,-54163
8041,1.9855e+05,2.3156e+05,-54234
8042,1.9861e+05,2.2907e+05,-54360
8043,1.9865e+05,2.2658e+05,-54543
8044,1.9859e+05,2.2409e+05,-54770
8045,1.9854e+05,2.2166e+05,-54970
8046,1.9851e+05,2.192e+05,-55178
8047,1.9848e+05,2.1675e+05,-55372
8048,1.9845e+05,2.1429e+05,-55550
8049,1.9843e+05,2.1184e+05,-55712
8050,1.9842e+05,2.0939e+05,-55845
8051,1.9842e+05,2.0692e+05,-55961
8052,1.9842e+05,2.0446e+05,-56045
8053,1.9842e+05,2.0201e+05,-56093
8054,1.9844e+05,1.9957e+05,-56111
8055,1.9845e+05,1.9712e+05,-56100
8056,1.9848e+05,1.9468e+05,-56043
8057,1.9851e+05,1.9223e+05,-55957
8058,1.9857e+05,1.8977e+05,-55813
8059,1.9863e+05,1.8732e+05,-55639
8060,1.987e+05,1.8486e+05,-55437
8061,1.9876e+05,1.824e+05,-55221
8062,1.9885e+05,1.7995e+05,-54938
8063,1.9893e+05,1.7751e+05,-54640
8064,1.9902e+05,1.7507e+05,-54310
8065,1.9912e+05,1.7263e+05,-53943
8066,1.9921e+05,1.702e+05,-53571
8067,1.9933e+05,1.6778e+05,-53143
8068,1.9944e+05,1.6536e+05,-52704
8069,1.9956e+05,1.6296e+05,-52242
8070,1.9968e+05,1.6056e+05,-51768
8071,1.9981e+05,1.5816e+05,-51256
8072,1.9994e+05,1.5578e+05,-50738
8073,2.0007e+05,1.5339e+05,-50204
8074,2.002e+05,1.51e+05,-49659
8075,2.0032e+05,1.4862e+05,-49097
8076,2.0044e+05,1.4624e+05,-48527
8077,2.0055e+05,1.4385e+05,-47950
8078,2.0065e+05,1.4147e+05,-47368
8079,2.0075e+05,1.3908e+05,-46789
8080,2.0085e+05,1.367e+05,-46195
8081,2.0095e+05,1.3432e+05,-45614
8082,2.0104e+05,1.3193e+05,-45032
8083,2.0113e+05,1.2954e+05,-44455
8084,2.0123e+05,1.2716e+05,-43868
8085,2.0133e+05,1.2477e+05,-43293
8086,2.0143e+05,1.2238e+05,-42713
199,2.0154e+05,1.2e+05,-42139
8087,1.9953e+05,4.5755e+05,-1.1131e+05
408,1.9955e+05,4.6e+05,-1.1176e+05
8088,1.9947e+05,4.5509e+05,-1.1091e+05
8089,1.9937e+05,4.5262e+05,-1.1055e+05
8090,1.9927e+05,4.5015e+05,-1.1022e+05
8091,1.9923e+05,4.4769e+05,-1.0986e+05
8092,1.992e+05,4.4521e+05,-1.0951e+05
8093,1.9917e+05,4.4274e+05,-1.0917e+05
8094,1.9916e+05,4.4027e+05,-1.0882e+05
8095,1.9922e+05,4.3782e+05,-1.0842e+05
8096,1.9933e+05,4.3537e+05,-1.0799e+05
8097,1.9944e+05,4.3293e+05,-1.0754e+05
8098,1.9953e+05,4.3048e+05,-1.0707e+05
8099,1.9962e+05,4.2804e+05,-1.066e+05
8100,1.997e+05,4.2559e+05,-1.0613e+05
8101,1.9978e+05,4.2314e+05,-1.0569e+05
8102,1.9985e+05,4.2068e+05,-1.0527e+05
8103,1.9993e+05,4.1822e+05,-1.0486e+05
8104,2e+05,4.1571e+05,-1.045e+05
8105,2.0004e+05,4.1322e+05,-1.0417e+05
8106,2.0006e+05,4.1074e+05,-1.0387e+05
8107,2.0012e+05,4.0828e+05,-1.0359e+05
8108,2.0022e+05,4.058e+05,-1.0334e+05
8109,2.0029e+05,4.0325e+05,-1.0311e+05
8110,2.0032e+05,4.0072e+05,-1.0292e+05
8111,2.0031e+05,3.9821e+05,-1.0273e+05
8112,2.003e+05,3.9572e+05,-1.0253e+05
8113,2.0031e+05,3.9327e+05,-1.0232e+05
8114,2.0032e+05,3.908e+05,-1.0208e+05
8115,2.0034e+05,3.8834e+05,-1.0181e+05
8116,2.0036e+05,3.8593e+05,-1.0149e+05
8117,2.0039e+05,3.8356e+05,-1.0111e+05
8118,2.0045e+05,3.8119e+05,-1.0065e+05
8119,2.0052e+05,3.788e+05,-1.0013e+05
8120,2.0059e+05,3.7642e+05,-99585
8121,2.0067e+05,3.7401e+05,-98978
8122,2.0073e+05,3.717e+05,-98349
8123,2.0079e+05,3.6943e+05,-97665
8124,2.0089e+05,3.6717e+05,-96922
8125,2.0099e+05,3.6491e+05,-96105
8126,2.0107e+05,3.6262e+05,-95210
8127,2.0109e+05,3.6036e+05,-94253
8128,2.0104e+05,3.5819e+05,-93210
8129,2.0089e+05,3.5624e+05,-92039
8130,2.0069e+05,3.5454e+05,-90741
8131,2.0053e+05,3.5284e+05,-89335
8132,2.0041e+05,3.5113e+05,-87864
8133,2.0035e+05,3.4933e+05,-86366
8134,2.0036e+05,3.4741e+05,-84893
8135,2.0037e+05,3.4545e+05,-83460
8136,2.0041e+05,3.4351e+05,-82097
8137,2.0054e+05,3.4143e+05,-80816
8138,2.0075e+05,3.3929e+05,-79627
8139,2.0101e+05,3.3689e+05,-78546
8140,2.012e+05,3.3454e+05,-77560
8141,2.0141e+05,3.3211e+05,-76561
8142,2.015e+05,3.2955e+05,-75590
8143,2.0158e+05,3.2665e+05,-74788
8144,2.0145e+05,3.24e+05,-74074
8145,2.0128e+05,3.2164e+05,-73480
8146,2.0111e+05,3.1937e+05,-72866
8147,2.0099e+05,3.1703e+05,-72265
8148,2.0094e+05,3.1459e+05,-71722
8149,2.0092e+05,3.1217e+05,-71275
8150,2.0091e+05,3.0973e+05,-70839
8151,2.009e+05,3.0735e+05,-70406
8152,2.009e+05,3.0483e+05,-69958
8153,2.0083e+05,3.0228e+05,-69537
8154,2.0067e+05,2.9981e+05,-69143
8155,2.005e+05,2.975e+05,-68730
8156,2.0044e+05,2.9528e+05,-68360
8157,2.0058e+05,2.9305e+05,-68103
8158,2.0081e+05,2.9076e+05,-67932
8159,2.0102e+05,2.8845e+05,-67710
8160,2.0114e+05,2.8621e+05,-67362
8161,2.0117e+05,2.8406e+05,-66892
8162,2.012e+05,2.8198e+05,-66387
8163,2.0123e+05,2.7996e+05,-65800
8164,2.013e+05,2.7779e+05,-65171
8165,2.013e+05,2.7547e+05,-64429
8166,2.0126e+05,2.7299e+05,-63724
8167,2.0119e+05,2.7058e+05,-63103
8168,2.0113e+05,2.6823e+05,-62482
8169,2.0103e+05,2.6586e+05,-61791
8170,2.0086e+05,2.6351e+05,-61113
8171,2.0073e+05,2.6126e+05,-60430
8172,2.0062e+05,2.5894e+05,-59801
8173,2.0059e+05,2.5659e+05,-59152
8174,2.0058e+05,2.5413e+05,-58525
8175,2.0052e+05,2.5162e+05,-57967
8176,2.0046e+05,2.4915e+05,-57459
8177,2.0041e+05,2.4669e+05,-56981
8178,2.0034e+05,2.4421e+05,-56510
8179,2.0029e+05,2.4167e+05,-56107
8180,2.0024e+05,2.3909e+05,-55801
8181,2.0029e+05,2.3659e+05,-55669
8182,2.0036e+05,2.3411e+05,-55634
8183,2.0042e+05,2.3162e+05,-55693
8184,2.0047e+05,2.291e+05,-55818
8185,2.0046e+05,2.266e+05,-56019
8186,2.0041e+05,2.2415e+05,-56225
8187,2.0036e+05,2.2171e+05,-56422
8188,2.0031e+05,2.1926e+05,-56618
8189,2.0028e+05,2.1681e+05,-56799
8190,2.0025e+05,2.1435e+05,-56965
8191,2.0022e+05,2.1189e+05,-57105
8192,2.0021e+05,2.0943e+05,-57225
8193,2.0021e+05,2.0696e+05,-57317
8194,2.0021e+05,2.045e+05,-57384
8195,2.0021e+05,2.0204e+05,-57417
8196,2.0022e+05,1.9959e+05,-57414
8197,2.0024e+05,1.9715e+05,-57375
8198,2.0027e+05,1.9469e+05,-57308
8199,2.003e+05,1.9224e+05,-57194
8200,2.0034e+05,1.8978e+05,-57048
8201,2.004e+05,1.8733e+05,-56862
8202,2.0045e+05,1.8486e+05,-56651
8203,2.0052e+05,1.8241e+05,-56394
8204,2.006e+05,1.7995e+05,-56110
8205,2.0068e+05,1.7751e+05,-55788
8206,2.0076e+05,1.7506e+05,-55447
8207,2.0084e+05,1.7263e+05,-55066
8208,2.0093e+05,1.7019e+05,-54666
8209,2.0104e+05,1.6777e+05,-54225
8210,2.0114e+05,1.6536e+05,-53771
8211,2.0125e+05,1.6295e+05,-53291
8212,2.0137e+05,1.6055e+05,-52795
8213,2.0148e+05,1.5816e+05,-52278
8214,2.016e+05,1.5577e+05,-51743
8215,2.0171e+05,1.5338e+05,-51200
8216,2.0183e+05,1.5099e+05,-50633
8217,2.0194e+05,1.4861e+05,-50051
8218,2.0205e+05,1.4622e+05,-49472
8219,2.0215e+05,1.4384e+05,-48872
8220,2.0225e+05,1.4146e+05,-48276
8221,2.0234e+05,1.3908e+05,-47665
8222,2.0243e+05,1.3669e+05,-47066
8223,2.0253e+05,1.3431e+05,-46457
8224,2.0261e+05,1.3192e+05,-45854
8225,2.027e+05,1.2954e+05,-45259
8226,2.0279e+05,1.2715e+05,-44650
8227,2.0288e+05,1.2477e+05,-44060
8228,2.0297e+05,1.2238e+05,-43469
200,2.0308e+05,1.2e+05,-42865
8229,2.0134e+05,4.5755e+05,-1.1447e+05
409,2.0133e+05,4.6e+05,-1.1494e+05
8230,2.0143e+05,4.551e+05,-1.1396e+05
8231,2.0134e+05,4.5263e+05,-1.1359e+05
8232,2.0119e+05,4.5016e+05,-1.1328e+05
8233,2.0112e+05,4.4769e+05,-1.1294e+05
8234,2.0108e+05,4.4522e+05,-1.1259e+05
8235,2.0098e+05,4.4274e+05,-1.1228e+05
8236,2.0093e+05,4.4027e+05,-1.1195e+05
8237,2.0097e+05,4.3781e+05,-1.1155e+05
8238,2.0108e+05,4.3537e+05,-1.111e+05
8239,2.0121e+05,4.3293e+05,-1.1063e+05
8240,2.013e+05,4.3048e+05,-1.1016e+05
8241,2.0138e+05,4.2803e+05,-1.0969e+05
8242,2.0144e+05,4.2556e+05,-1.0923e+05
8243,2.0146e+05,4.231e+05,-1.0881e+05
8244,2.0151e+05,4.2065e+05,-1.0841e+05
8245,2.0159e+05,4.1819e+05,-1.0802e+05
8246,2.0165e+05,4.1571e+05,-1.0764e+05
8247,2.0168e+05,4.1322e+05,-1.0731e+05
8248,2.0174e+05,4.1075e+05,-1.07e+05
8249,2.0182e+05,4.0828e+05,-1.0672e+05
8250,2.019e+05,4.0579e+05,-1.0645e+05
8251,2.0198e+05,4.0325e+05,-1.0622e+05
8252,2.0202e+05,4.0073e+05,-1.0602e+05
8253,2.0203e+05,3.9822e+05,-1.0583e+05
8254,2.0204e+05,3.9573e+05,-1.0563e+05
8255,2.0204e+05,3.9326e+05,-1.0542e+05
8256,2.0205e+05,3.9077e+05,-1.0519e+05
8257,2.0204e+05,3.8831e+05,-1.0492e+05
8258,2.0204e+05,3.8591e+05,-1.046e+05
8259,2.0208e+05,3.8354e+05,-1.042e+05
8260,2.0215e+05,3.8118e+05,-1.0374e+05
8261,2.0225e+05,3.7881e+05,-1.0323e+05
8262,2.0234e+05,3.7642e+05,-1.0265e+05
8263,2.0243e+05,3.7403e+05,-1.0204e+05
8264,2.0251e+05,3.7168e+05,-1.014e+05
8265,2.026e+05,3.6944e+05,-1.007e+05
8266,2.0272e+05,3.6716e+05,-99953
8267,2.0283e+05,3.6488e+05,-99122
8268,2.0292e+05,3.626e+05,-98229
8269,2.0296e+05,3.6032e+05,-97259
8270,2.0291e+05,3.5814e+05,-96202
8271,2.0273e+05,3.562e+05,-94999
8272,2.0253e+05,3.5442e+05,-93681
8273,2.0236e+05,3.5276e+05,-92252
8274,2.0224e+05,3.5104e+05,-90757
8275,2.0217e+05,3.4923e+05,-89240
8276,2.0215e+05,3.473e+05,-87739
8277,2.0212e+05,3.4541e+05,-86279
8278,2.0212e+05,3.435e+05,-84878
8279,2.0224e+05,3.4151e+05,-83566
8280,2.0251e+05,3.3934e+05,-82365
8281,2.0282e+05,3.3696e+05,-81293
8282,2.0308e+05,3.3467e+05,-80316
8283,2.0334e+05,3.3239e+05,-79358
8284,2.0361e+05,3.2994e+05,-78355
8285,2.0375e+05,3.2687e+05,-77422
8286,2.0362e+05,3.2411e+05,-76646
8287,2.0343e+05,3.2171e+05,-76016
8288,2.0324e+05,3.1949e+05,-75385
8289,2.0311e+05,3.1719e+05,-74750
8290,2.0303e+05,3.147e+05,-74154
8291,2.0298e+05,3.122e+05,-73669
8292,2.0293e+05,3.0979e+05,-73240
8293,2.0287e+05,3.0737e+05,-72795
8294,2.0281e+05,3.0492e+05,-72344
8295,2.027e+05,3.0243e+05,-71902
8296,2.0255e+05,2.9999e+05,-71475
8297,2.0239e+05,2.9766e+05,-71060
8298,2.0234e+05,2.954e+05,-70663
8299,2.0245e+05,2.9311e+05,-70367
8300,2.0263e+05,2.9077e+05,-70143
8301,2.0278e+05,2.8847e+05,-69895
8302,2.0284e+05,2.8625e+05,-69511
8303,2.0284e+05,2.8407e+05,-69003
8304,2.0285e+05,2.8201e+05,-68481
8305,2.0289e+05,2.7995e+05,-67888
8306,2.0297e+05,2.778e+05,-67263
8307,2.0298e+05,2.7548e+05,-66512
8308,2.0296e+05,2.7303e+05,-65806
8309,2.0295e+05,2.7066e+05,-65142
8310,2.0289e+05,2.6827e+05,-64451
8311,2.028e+05,2.6595e+05,-63725
8312,2.0265e+05,2.6367e+05,-62965
8313,2.0253e+05,2.6134e+05,-62252
8314,2.0246e+05,2.5908e+05,-61528
8315,2.0246e+05,2.5669e+05,-60857
8316,2.0245e+05,2.542e+05,-60186
8317,2.0239e+05,2.5169e+05,-59625
8318,2.0235e+05,2.4922e+05,-59124
8319,2.0231e+05,2.4678e+05,-58633
8320,2.0228e+05,2.4431e+05,-58148
8321,2.0223e+05,2.4177e+05,-57702
8322,2.0218e+05,2.3922e+05,-57357
8323,2.0223e+05,2.367e+05,-57175
8324,2.0231e+05,2.342e+05,-57110
8325,2.0235e+05,2.3168e+05,-57143
8326,2.0235e+05,2.2912e+05,-57288
8327,2.0232e+05,2.2666e+05,-57487
8328,2.0226e+05,2.2421e+05,-57682
8329,2.0219e+05,2.2177e+05,-57868
8330,2.0213e+05,2.1932e+05,-58050
8331,2.0209e+05,2.1686e+05,-58217
8332,2.0206e+05,2.144e+05,-58367
8333,2.0203e+05,2.1194e+05,-58492
8334,2.0201e+05,2.0947e+05,-58593
8335,2.0201e+05,2.07e+05,-58668
8336,2.0201e+05,2.0454e+05,-58713
8337,2.0201e+05,2.0208e+05,-58727
8338,2.0202e+05,1.9962e+05,-58707
8339,2.0203e+05,1.9717e+05,-58657
8340,2.0205e+05,1.9471e+05,-58559
8341,2.0208e+05,1.9225e+05,-58434
8342,2.0212e+05,1.8979e+05,-58267
8343,2.0216e+05,1.8733e+05,-58067
8344,2.0222e+05,1.8487e+05,-57831
8345,2.0228e+05,1.8241e+05,-57563
8346,2.0235e+05,1.7996e+05,-57263
8347,2.0241e+05,1.7751e+05,-56933
8348,2.0249e+05,1.7507e+05,-56558
8349,2.0257e+05,1.7263e+05,-56167
8350,2.0265e+05,1.702e+05,-55742
8351,2.0274e+05,1.6777e+05,-55295
8352,2.0284e+05,1.6536e+05,-54825
8353,2.0294e+05,1.6295e+05,-54332
8354,2.0304e+05,1.6054e+05,-53826
8355,2.0315e+05,1.5815e+05,-53285
8356,2.0325e+05,1.5576e+05,-52735
8357,2.0335e+05,1.5337e+05,-52178
8358,2.0347e+05,1.5098e+05,-51590
8359,2.0356e+05,1.4859e+05,-51011
8360,2.0367e+05,1.4621e+05,-50396
8361,2.0376e+05,1.4383e+05,-49789
8362,2.0385e+05,1.4145e+05,-49168
8363,2.0393e+05,1.3907e+05,-48544
